Author,in,the,that,unto,my,wherein,your,have,and,they,shall,therein,their,be,such,as,but,to,are,yet,or,of,it,some,which,an,one,from,not,said,those,ever,been,is,with,again,upon,god,these,thou,shalt,into,out,many,for,all,them,like,thy,thee,thus,lord,also,say,will,without,neither,thine,now,who,make,whereof,forth,lest,therefore,each,inasmuch,her,where,we,every,were,abundance,no,according,more,what,then,hast,thence,me,his,once,thereof,was,because,other,by,being,whom,hath,hence,let,upwards,throughout,how,henceforth,whereby,till,must,became,did,wherewith,oft,he,whither,cometh,when,had,our,would,there,do,whence,much,whose,him,ye,among,may,verily,man,whereon,soever,could,than,himself,should,yea,if,ought,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,a_percentage_use,d_percentage_use,g_percentage_use,v_percentage_use,u_percentage_use,o_percentage_use,j_percentage_use,c_percentage_use,b_percentage_use,m_percentage_use,y_percentage_use,s_percentage_use,r_percentage_use,w_percentage_use,f_percentage_use,â_percentage_use,p_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),14,54,11,1,4,1,1,8,22,5,8,1,5,7,1,2,3,12,5,2,3,27,5,1,4,2,2,2,1,1,1,1,2,8,3,2,5,4,1,8,6,2,3,3,2,4,3,2,3,1,3,4,1,1,5,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06682483194938711,0.06840648477659154,0.1051799130090945,0.07473309608540925,0.11783313562672994,0.05258995650454725,0.08422301304863583,0.03558718861209965,0.015816528272044286,0.011071569790431,0.021747726374060895,0.07315144325820483,0.0031633056544088573,0.022538552787663108,0.01265322261763543,0.019770660340055358,0.0166073546856465,0.057730328192961644,0.04705417160933175,0.01937524713325425,0.018979833926453145,0.005931198102016607,0.01937524713325425,0.004744958481613286,0,0,0,585,4.323076923076923,8.443037974683545,303.97508896797154
