Author,our,or,to,is,not,from,the,of,all,then,and,hence,no,it,must,have,been,thou,with,where,as,had,those,shall,be,in,your,but,an,that,whose,for,by,such,which,when,who,her,yea,other,them,upon,would,once,his,what,could,being,they,one,ye,out,said,god,each,we,every,thee,according,hast,yet,me,was,say,my,how,henceforth,whereby,now,without,oft,whither,there,do,therein,among,man,some,himself,if,ought,lest,will,were,thence,throughout,till,thus,him,may,verily,many,into,should,ever,these,therefore,more,wherein,whereof,thereof,let,upwards,did,thy,are,he,cometh,like,whence,also,again,whereon,soever,inasmuch,thine,abundance,unto,because,whom,their,shalt,lord,became,forth,wherewith,make,much,neither,than,hath,o_percentage_use,u_percentage_use,r_percentage_use,w_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,n_percentage_use,c_percentage_use,i_percentage_use,a_percentage_use,h_percentage_use,p_percentage_use,b_percentage_use,l_percentage_use,f_percentage_use,d_percentage_use,y_percentage_use,m_percentage_use,g_percentage_use,k_percentage_use,v_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,4,21,6,1,7,47,24,4,2,16,1,1,3,1,4,1,2,5,1,4,1,3,7,12,8,1,1,3,4,2,2,3,3,3,3,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07542478242851222,0.02154993783671778,0.05470368835474513,0.021135515955242438,0.12474098632407792,0.06257770410277663,0.10443431413178615,0.07749689183588894,0.021135515955242438,0.05884790716949855,0.07542478242851222,0.06216328222130128,0.018234562784915042,0.01699129714048902,0.036883547451305426,0.023622047244094488,0.04144218814753419,0.014090343970161625,0.017820140903439703,0.020306672192291753,0.0008288437629506838,0.009117281392457521,0.00870285951098218,0.0012432656444260257,0.0012432656444260257,0.0008288437629506838,0,537,4.493482309124767,7.9113924050632916,240.97099046829672
