Author,the,of,is,with,from,in,and,they,which,was,upon,that,who,have,been,by,to,if,for,according,god,them,would,be,one,should,there,their,he,thus,had,not,more,than,those,but,were,an,such,each,whereon,shall,upwards,became,thine,yea,man,oft,make,therefore,wherein,may,lord,till,being,where,whither,let,as,verily,like,soever,unto,me,some,we,because,him,our,all,wherewith,once,much,ever,my,also,do,when,whose,whereby,many,said,whereof,yet,ye,could,without,or,what,these,inasmuch,it,neither,abundance,every,must,hence,are,now,thereof,therein,thy,hath,other,forth,his,whom,whence,henceforth,thou,thee,himself,hast,among,then,will,her,cometh,out,no,lest,how,your,thence,ought,again,shalt,throughout,into,did,say,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,r_percentage_use,a_percentage_use,i_percentage_use,n_percentage_use,s_percentage_use,o_percentage_use,p_percentage_use,j_percentage_use,u_percentage_use,d_percentage_use,l_percentage_use,b_percentage_use,f_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,m_percentage_use,y_percentage_use,g_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),33,31,1,2,6,6,19,3,2,2,1,4,3,1,2,5,9,1,4,1,4,6,2,1,2,1,1,3,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08807134894091416,0.06577480490523968,0.12597547380156077,0.023411371237458192,0.0641025641025641,0.07413600891861762,0.06298773690078038,0.059085841694537344,0.057971014492753624,0.07692307692307693,0.01950947603121516,0.007246376811594203,0.021181716833890748,0.04124860646599777,0.03121516164994426,0.02508361204013378,0.03121516164994426,0.01560758082497213,0.00947603121516165,0.002229654403567447,0.021739130434782608,0.015050167224080268,0.01560758082497213,0.006131549609810479,0.006131549609810479,0.0011148272017837235,0,390,4.6,5.949367088607595,170.96822742474916
