Author,as,they,ought,in,their,there,was,to,of,and,the,being,or,he,must,which,where,no,man,have,been,by,but,were,from,then,into,hence,them,be,we,not,yet,may,such,an,had,god,let,now,till,that,should,with,among,are,some,one,who,all,many,for,lord,also,him,ever,once,out,did,other,much,those,lest,therefore,each,it,upon,will,inasmuch,said,her,thine,every,thee,abundance,thou,more,according,wherein,what,unto,hast,thence,whereof,me,his,thereof,because,whom,say,shalt,my,upwards,throughout,how,henceforth,whereby,is,became,forth,thy,wherewith,without,oft,whither,cometh,when,like,our,would,shall,do,thus,whence,make,neither,whose,therein,ye,your,verily,again,whereon,soever,could,than,himself,yea,if,these,hath,n_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,k_percentage_use,p_percentage_use,t_percentage_use,i_percentage_use,u_percentage_use,f_percentage_use,o_percentage_use,m_percentage_use,l_percentage_use,y_percentage_use,a_percentage_use,s_percentage_use,h_percentage_use,g_percentage_use,w_percentage_use,d_percentage_use,â_percentage_use,c_percentage_use,b_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,5,1,13,8,1,3,17,29,19,41,2,5,3,4,4,3,3,2,4,5,7,2,3,4,1,1,1,10,8,2,1,1,1,1,2,3,5,1,1,1,3,1,4,3,1,2,2,1,2,2,3,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06598240469208211,0.1374633431085044,0.00843108504398827,0.0593841642228739,0.004032258064516129,0.024926686217008796,0.08870967741935484,0.05791788856304985,0.022360703812316716,0.022727272727272728,0.06744868035190615,0.023826979472140762,0.03189149560117302,0.019428152492668622,0.08211143695014662,0.05791788856304985,0.06195014662756598,0.017961876832844576,0.018328445747800588,0.0344574780058651,0.008797653958944282,0.02309384164222874,0.015762463343108504,0.0032991202346041057,0.0010997067448680353,0.00036656891495601173,0,610,4.472131147540984,8.835443037974683,269.9596774193548
