Author,been,with,him,the,have,that,as,he,was,were,to,an,her,in,and,upon,then,all,by,did,it,is,thus,of,will,for,himself,they,do,not,these,are,from,shall,be,among,what,other,such,their,being,no,whence,our,if,where,those,now,them,some,which,could,than,had,like,man,would,or,when,without,lest,therefore,each,inasmuch,said,we,every,god,thee,thine,thou,more,according,wherein,abundance,unto,hast,out,yet,thence,whereof,me,his,once,thereof,because,whom,hath,say,hence,my,let,upwards,throughout,how,henceforth,whereby,till,must,lord,became,forth,thy,wherewith,oft,whither,cometh,there,make,much,neither,whose,therein,ye,who,shalt,may,your,verily,also,again,whereon,many,into,soever,yea,should,but,one,ever,ought,y_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,s_percentage_use,b_percentage_use,f_percentage_use,o_percentage_use,n_percentage_use,u_percentage_use,i_percentage_use,d_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,m_percentage_use,c_percentage_use,v_percentage_use,p_percentage_use,g_percentage_use,x_percentage_use,â_percentage_use,l_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,9,2,38,3,7,7,4,3,1,9,2,5,10,17,1,1,1,1,2,4,5,2,24,2,3,2,4,1,3,2,2,5,2,9,1,1,5,2,7,2,2,1,1,2,2,4,2,4,1,3,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008319467554076539,0.13810316139767054,0.06905158069883527,0.06031613976705491,0.06239600665557404,0.018718801996672214,0.026622296173044926,0.06364392678868552,0.07196339434276207,0.022462562396006656,0.07362728785357738,0.042429284525790346,0.021214642262895173,0.09484193011647254,0.07113144758735442,0.02329450915141431,0.02204658901830283,0.011647254575707155,0.014975041597337771,0.011647254575707155,0.0033277870216306157,0.006239600665557404,0.032029950083194675,0.0012479201331114808,0.0033277870216306157,0.0008319467554076539,0,532,4.518796992481203,7.89873417721519,247.97545757071546
