Author,his,and,many,that,as,the,he,out,which,then,with,an,in,one,of,their,was,once,had,all,who,were,to,they,could,not,each,him,among,there,man,other,by,whom,but,be,it,these,for,some,also,upon,no,thus,did,them,from,every,such,whereon,shall,upwards,became,thine,yea,oft,make,therefore,wherein,may,lord,till,being,where,whither,let,verily,like,than,soever,unto,me,more,we,because,would,our,wherewith,is,much,ever,my,do,when,whose,been,whereby,said,if,whereof,have,yet,ye,should,without,or,what,inasmuch,neither,abundance,must,hence,are,god,now,thereof,therein,thy,hath,forth,whence,henceforth,those,thou,thee,himself,hast,will,her,cometh,lest,how,your,thence,ought,again,according,shalt,throughout,into,say,w_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,s_percentage_use,f_percentage_use,e_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,c_percentage_use,l_percentage_use,r_percentage_use,m_percentage_use,y_percentage_use,b_percentage_use,o_percentage_use,u_percentage_use,g_percentage_use,â_percentage_use,v_percentage_use,p_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,11,2,11,2,31,8,2,2,3,4,3,7,2,21,7,4,1,4,1,5,3,11,11,2,2,2,3,2,2,1,2,2,1,2,1,1,1,1,5,1,2,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024107142857142858,0.07232142857142858,0.10580357142857143,0.06919642857142858,0.05892857142857143,0.021875,0.12589285714285714,0.07142857142857142,0.07366071428571429,0.040625,0.021875,0.033035714285714286,0.04642857142857143,0.021875,0.015178571428571428,0.015625,0.07455357142857143,0.013839285714285714,0.015625,0.007142857142857143,0.011607142857142858,0.011607142857142858,0.0026785714285714286,0.0004464285714285714,0.002232142857142857,0.003125,0,494,4.534412955465587,7.30379746835443,203.9607142857143
