Author,their,to,have,been,in,and,were,with,his,for,it,he,are,without,no,other,that,not,but,the,of,as,from,is,among,them,such,more,than,be,an,your,upon,lest,should,by,how,some,these,one,all,must,may,god,was,each,whereon,shall,upwards,who,became,thine,yea,man,oft,make,had,therefore,wherein,lord,till,being,where,whither,let,verily,like,soever,unto,me,we,because,would,him,our,wherewith,once,much,ever,my,also,do,when,whose,whereby,many,said,if,whereof,yet,ye,could,or,what,inasmuch,there,neither,abundance,which,every,hence,now,thereof,therein,thy,hath,forth,whom,whence,henceforth,those,thou,thee,himself,hast,then,will,her,cometh,out,they,thence,ought,again,according,shalt,throughout,into,did,thus,say,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,r_percentage_use,l_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,u_percentage_use,p_percentage_use,s_percentage_use,c_percentage_use,y_percentage_use,o_percentage_use,v_percentage_use,b_percentage_use,w_percentage_use,d_percentage_use,m_percentage_use,f_percentage_use,q_percentage_use,â_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),10,13,3,3,5,13,1,3,2,2,2,6,7,2,1,1,7,1,3,23,19,3,7,6,2,1,2,1,1,3,1,6,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08089887640449438,0.06123595505617978,0.12134831460674157,0.06348314606741573,0.07303370786516854,0.0348314606741573,0.08764044943820225,0.0651685393258427,0.03258426966292135,0.026404494382022473,0.01348314606741573,0.05449438202247191,0.016292134831460674,0.015730337078651686,0.07865168539325842,0.011797752808988765,0.020224719101123594,0.023033707865168538,0.03932584269662921,0.019662921348314606,0.028089887640449437,0.0005617977528089888,0.006179775280898876,0.0056179775280898875,0.0016853932584269663,0.0022471910112359553,0,399,4.461152882205514,6.151898734177215,174.98370786516853
