Author,and,for,they,will,unto,more,their,as,of,whom,is,who,the,have,that,what,by,those,no,it,was,to,from,but,are,not,than,in,these,we,shall,be,them,lord,said,there,all,ever,were,say,then,such,with,god,one,out,into,which,had,do,his,upon,other,must,would,an,hence,again,if,did,should,lest,therefore,each,inasmuch,her,where,thine,every,thee,abundance,thou,according,wherein,hast,yet,thence,whereof,me,been,once,thereof,because,hath,being,shalt,my,let,upwards,throughout,how,henceforth,whereby,till,now,became,forth,thy,wherewith,without,oft,he,whither,cometh,when,like,our,thus,whence,make,much,neither,whose,therein,him,ye,among,may,your,verily,also,man,whereon,many,or,could,soever,some,himself,yea,ought,p_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,a_percentage_use,n_percentage_use,e_percentage_use,d_percentage_use,v_percentage_use,i_percentage_use,b_percentage_use,l_percentage_use,g_percentage_use,s_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,w_percentage_use,â_percentage_use,c_percentage_use,u_percentage_use,m_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),23,1,1,2,1,3,13,4,34,1,5,1,40,7,9,2,1,2,5,5,2,19,6,1,7,3,2,12,2,1,5,11,11,1,1,4,6,1,1,1,1,3,2,3,3,1,1,2,2,1,1,1,2,3,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021318594551914725,0.0663245163837347,0.07224634820371101,0.025661271219897353,0.08487958941966048,0.06750888274772997,0.12791156731148837,0.0359257797078563,0.007895775759968417,0.06948282668772207,0.013028030003947888,0.04145282273983419,0.018555073035925778,0.06158705092775365,0.10303987366758784,0.06277141729174891,0.0094749309119621,0.01381760757994473,0.005921831819976312,0.02368732727990525,0.016186340307935254,0.021318594551914725,0.0027635215159889457,0.0043426766679826295,0.0031583103039873666,0.0007895775759968417,0,562,4.50711743772242,8.30379746835443,293.9810501381761
