Author,him,to,his,and,of,himself,our,with,then,it,being,the,who,was,as,not,from,till,could,he,but,in,had,among,by,without,all,are,for,some,is,that,hence,which,will,be,have,one,their,been,they,do,upon,each,we,every,god,thee,according,hast,out,yet,me,say,my,how,henceforth,whereby,now,oft,whither,when,would,there,therein,man,or,if,ought,lest,were,thou,no,what,thence,throughout,must,shall,thus,may,your,verily,many,into,should,ever,these,an,therefore,said,more,wherein,whereof,once,thereof,let,upwards,did,thy,cometh,such,like,those,whence,also,again,whereon,soever,inasmuch,her,where,thine,abundance,them,unto,because,other,whom,shalt,lord,became,forth,wherewith,make,much,neither,whose,ye,than,yea,hath,n_percentage_use,e_percentage_use,w_percentage_use,c_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,a_percentage_use,q_percentage_use,u_percentage_use,i_percentage_use,g_percentage_use,m_percentage_use,p_percentage_use,b_percentage_use,d_percentage_use,v_percentage_use,f_percentage_use,â_percentage_use,y_percentage_use,k_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,15,6,10,24,2,3,4,3,2,3,39,3,4,5,1,4,1,1,4,1,9,2,2,3,1,1,4,1,1,2,3,1,2,1,2,4,3,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652489125181247,0.11358144030932818,0.019816336394393428,0.03141614306428226,0.07056549057515708,0.06573223779603674,0.09569840502658289,0.05606573223779604,0.05703238279362011,0.031899468342194294,0.07926534557757371,0.0004833252779120348,0.01836636056065732,0.07829869502174963,0.021749637506041565,0.024649589173513776,0.011599806669888834,0.019816336394393428,0.032382793620106334,0.01304978250362494,0.02319961333977767,0.007249879168680522,0.01208313194780087,0.0043499275012083135,0.0014499758337361043,0.0014499758337361043,0,457,4.527352297592998,6.886075949367089,192.9565007249879
