Author,many,who,were,and,of,their,all,as,for,or,to,the,by,was,in,such,what,man,is,when,are,that,they,would,into,like,one,became,with,an,other,thus,upon,them,these,his,could,have,no,had,each,he,abundance,be,but,from,some,it,not,our,lord,ye,thereof,soever,there,shall,now,which,let,lest,therefore,inasmuch,will,her,said,where,we,every,god,thee,thine,thou,more,according,wherein,unto,then,hast,out,yet,thence,whereof,me,been,once,because,whom,hath,being,say,hence,my,shalt,upwards,throughout,how,henceforth,whereby,till,must,did,forth,thy,wherewith,without,oft,whither,cometh,do,those,whence,make,much,neither,whose,therein,him,among,may,your,verily,also,again,whereon,than,himself,should,yea,if,ever,ought,e_percentage_use,v_percentage_use,n_percentage_use,t_percentage_use,s_percentage_use,m_percentage_use,a_percentage_use,y_percentage_use,f_percentage_use,l_percentage_use,d_percentage_use,w_percentage_use,h_percentage_use,o_percentage_use,r_percentage_use,i_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,b_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,2,6,19,33,7,2,4,4,2,15,39,2,8,7,2,2,1,3,3,1,5,8,1,1,1,2,1,6,2,2,1,2,3,1,1,3,1,4,7,1,1,1,4,4,3,1,6,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13318025258323765,0.007654037504783774,0.06582472254114045,0.08687332567929583,0.061615001913509375,0.027171833141982394,0.07730577879831611,0.013394565633371604,0.027554535017221583,0.029850746268656716,0.047455032529659394,0.019135093761959432,0.05510907003444317,0.07577497129735936,0.06467661691542288,0.06467661691542288,0.029468044393417527,0.017604286261002678,0.024492920015308076,0.013777267508610792,0.003444316877152698,0.01454267125908917,0.002296211251435132,0.005357826253348641,0.008802143130501339,0.0003827018752391887,0.0003827018752391887,559,4.674418604651163,8.139240506329115,248.9778032912361
