Author,the,as,to,and,from,of,is,one,in,with,if,it,that,are,we,once,what,be,god,all,who,will,for,these,let,then,have,him,his,their,there,your,shall,they,an,till,whose,them,therefore,me,thou,my,were,but,been,now,ye,not,those,into,also,or,by,whom,many,no,do,again,such,was,each,said,whereon,upwards,whereof,thee,himself,hast,yet,became,thine,yea,should,could,man,without,he,among,more,some,upon,her,cometh,out,oft,make,had,inasmuch,lest,how,neither,abundance,which,wherein,because,may,would,our,lord,thence,ought,according,every,wherewith,being,must,hence,shalt,where,much,whither,ever,throughout,thereof,therein,thy,hath,other,verily,did,thus,forth,whence,say,when,like,than,henceforth,soever,unto,whereby,c_percentage_use,o_percentage_use,m_percentage_use,p_percentage_use,l_percentage_use,i_percentage_use,s_percentage_use,h_percentage_use,e_percentage_use,d_percentage_use,t_percentage_use,n_percentage_use,r_percentage_use,b_percentage_use,a_percentage_use,w_percentage_use,j_percentage_use,g_percentage_use,â_percentage_use,f_percentage_use,y_percentage_use,k_percentage_use,z_percentage_use,x_percentage_use,v_percentage_use,u_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),35,7,17,17,3,33,5,1,11,4,1,2,8,2,2,1,1,6,4,1,3,4,6,1,4,3,4,7,4,6,4,10,5,1,1,2,1,7,1,1,1,7,2,2,1,1,2,5,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016921837228041903,0.0717163577759871,0.024576954069298954,0.017727639000805803,0.0427074939564867,0.07453666398066076,0.06164383561643835,0.05761482675261886,0.1297340854149879,0.030620467365028204,0.09387590652699436,0.06768734891216761,0.06003223207091055,0.02135374697824335,0.07655116841257051,0.015713134568896052,0.0028203062046736503,0.020950846091861403,0.009266720386784852,0.026994359387590653,0.01893634165995165,0.0028203062046736503,0.00040290088638195,0.0028203062046736503,0.008058017727639,0.016921837228041903,0.00040290088638195,567,4.37742504409171,8.291139240506329,268.97340854149877
