Author,the,of,their,from,they,all,have,and,it,is,that,no,among,or,according,to,in,which,were,one,there,are,his,with,when,be,but,an,for,been,was,had,these,every,where,who,many,such,like,by,some,he,them,we,said,do,not,then,thence,those,our,each,whereon,shall,upwards,became,thine,yea,man,upon,oft,make,therefore,wherein,may,lord,till,being,whither,let,as,verily,than,soever,unto,me,more,because,would,him,wherewith,once,much,ever,my,also,whose,whereby,if,whereof,yet,ye,should,could,without,what,inasmuch,neither,abundance,must,hence,god,now,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,thou,thee,himself,hast,will,her,cometh,out,lest,how,your,ought,again,shalt,throughout,into,did,thus,say,u_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,a_percentage_use,i_percentage_use,o_percentage_use,s_percentage_use,f_percentage_use,r_percentage_use,m_percentage_use,c_percentage_use,d_percentage_use,v_percentage_use,g_percentage_use,y_percentage_use,b_percentage_use,l_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,w_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),45,40,7,7,6,7,8,18,2,2,3,1,1,7,2,15,15,2,1,4,2,4,2,5,1,4,2,1,1,2,1,3,3,3,1,1,1,2,1,1,2,3,3,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020526723470178157,0.0879163439194423,0.06003098373353989,0.12393493415956623,0.07629744384198296,0.08869093725793958,0.07242447714949651,0.07164988381099922,0.05538342370255616,0.025561580170410533,0.06893880712625872,0.027110766847405113,0.028272656855151047,0.038729666924864445,0.009295120061967466,0.016266460108443067,0.010844306738962044,0.011618900077459334,0.030209140201394268,0.020526723470178157,0.0038729666924864447,0.0019364833462432224,0.002711076684740511,0.009682416731216111,0.006971340046475601,0.0019364833462432224,0.0003872966692486445,556,4.643884892086331,8.10126582278481,252.97172734314483
