Author,unto,the,of,god,that,ye,may,and,them,all,shall,be,lord,from,out,have,to,which,in,their,by,with,or,for,inasmuch,as,these,been,must,without,your,not,if,it,an,is,there,he,will,upon,his,then,they,him,one,my,who,are,should,those,our,such,was,each,whereon,upwards,became,thine,yea,man,oft,make,had,were,therefore,wherein,till,being,where,whither,let,verily,like,than,soever,me,more,some,we,because,would,wherewith,once,much,ever,also,do,when,whose,whereby,many,said,whereof,yet,could,what,neither,abundance,but,every,hence,now,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,thou,thee,himself,hast,among,her,cometh,no,lest,how,thence,ought,again,according,shalt,throughout,into,did,thus,say,s_percentage_use,e_percentage_use,l_percentage_use,v_percentage_use,t_percentage_use,o_percentage_use,g_percentage_use,h_percentage_use,r_percentage_use,u_percentage_use,n_percentage_use,p_percentage_use,f_percentage_use,a_percentage_use,d_percentage_use,y_percentage_use,m_percentage_use,k_percentage_use,i_percentage_use,c_percentage_use,q_percentage_use,b_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,w_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,61,45,8,10,2,3,20,4,4,4,8,5,4,1,2,13,3,16,7,2,6,3,2,1,6,2,1,1,1,2,1,2,2,2,4,2,3,2,2,4,1,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061367380560131794,0.12808896210873147,0.04036243822075782,0.007825370675453048,0.09761120263591433,0.0827841845140033,0.02018121911037891,0.07454695222405272,0.05271828665568369,0.022240527182866558,0.07042833607907743,0.023887973640856673,0.02800658978583196,0.07042833607907743,0.04242174629324547,0.014827018121911038,0.019769357495881382,0.0008237232289950577,0.06466227347611203,0.019769357495881382,0.0008237232289950577,0.013179571663920923,0.00700164744645799,0.002059308072487644,0.0012355848434925864,0.012355848434925865,0.0008237232289950577,585,4.150427350427351,8.50632911392405,290.9802306425041
