Author,they,as,said,by,an,and,of,in,let,how,was,it,with,to,the,these,then,would,make,them,all,hence,their,for,one,could,not,have,been,from,much,than,be,that,out,again,were,forth,those,who,had,god,his,once,which,yet,when,say,being,must,what,thou,we,may,now,he,no,many,such,each,if,whereon,shall,upwards,whereof,thee,himself,without,became,thine,yea,me,ye,man,should,hast,among,more,some,upon,or,will,her,cometh,oft,inasmuch,lest,there,neither,abundance,therefore,wherein,because,him,your,our,lord,thence,ought,but,according,every,wherewith,till,are,shalt,where,is,whither,ever,my,throughout,into,thereof,therein,thy,hath,other,verily,also,do,did,thus,whom,whence,like,henceforth,soever,whose,unto,whereby,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,l_percentage_use,a_percentage_use,d_percentage_use,k_percentage_use,n_percentage_use,g_percentage_use,c_percentage_use,o_percentage_use,m_percentage_use,â_percentage_use,p_percentage_use,b_percentage_use,u_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),7,5,2,3,2,22,23,13,2,1,10,4,4,8,48,2,2,2,1,1,2,1,3,7,3,2,2,3,3,5,1,1,2,5,1,1,1,1,1,2,4,1,3,1,1,2,2,1,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948509485094851,0.059233449477351915,0.1254355400696864,0.014711575687185443,0.024003097173828883,0.06542779713511421,0.056910569105691054,0.07471931862175765,0.026713124274099883,0.08207510646535036,0.037553232675183894,0.0027100271002710027,0.06426635694928377,0.01780874951606659,0.02710027100271003,0.06387921022067364,0.024003097173828883,0.012001548586914441,0.017034456058846303,0.01316298877274487,0.025551684088269456,0.019357336430507164,0.01084010840108401,0.003097173828881146,0.005420054200542005,0,0,587,4.400340715502556,8.556962025316455,235.96786682152535
