Author,by,and,her,was,for,then,been,one,but,the,is,there,again,in,god,them,thou,unto,lord,will,of,to,those,shall,with,they,out,that,have,your,yet,had,must,as,he,their,all,be,or,it,now,an,we,would,his,some,no,if,from,such,not,being,these,where,which,much,are,were,whom,into,among,forth,man,many,each,said,whereon,upwards,whereof,who,thee,himself,without,became,thine,yea,me,ye,should,could,hast,more,upon,what,cometh,oft,make,inasmuch,lest,how,neither,abundance,therefore,wherein,because,may,him,our,thence,ought,according,every,wherewith,till,hence,shalt,once,whither,ever,my,throughout,let,thereof,therein,thy,hath,verily,also,do,other,did,thus,whence,say,when,like,than,henceforth,soever,whose,whereby,e_percentage_use,d_percentage_use,b_percentage_use,y_percentage_use,â_percentage_use,a_percentage_use,c_percentage_use,k_percentage_use,s_percentage_use,l_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,r_percentage_use,h_percentage_use,t_percentage_use,o_percentage_use,u_percentage_use,j_percentage_use,w_percentage_use,p_percentage_use,f_percentage_use,v_percentage_use,m_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,16,2,1,6,1,5,2,4,45,5,4,1,14,3,5,1,1,1,2,21,12,2,4,4,8,2,7,5,1,1,2,4,14,4,8,1,2,2,2,1,2,4,3,3,2,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12824675324675325,0.0349025974025974,0.013392857142857142,0.018262987012987012,0.006087662337662338,0.08198051948051949,0.028409090909090908,0.006493506493506494,0.06777597402597403,0.036931818181818184,0.07183441558441558,0.060470779220779224,0.013392857142857142,0.05844155844155844,0.06737012987012987,0.09902597402597403,0.06209415584415585,0.025974025974025976,0.00487012987012987,0.019074675324675324,0.014204545454545454,0.018262987012987012,0.014204545454545454,0.016639610389610388,0.0016233766233766235,0.002029220779220779,0.0008116883116883117,569,4.330404217926186,8.379746835443038,264.9728084415584
