Author,all,ye,of,the,and,when,he,with,is,in,an,by,to,now,for,his,be,their,every,shall,that,where,god,from,much,had,till,it,as,have,other,if,then,are,which,being,among,out,they,been,more,than,lord,said,unto,me,will,my,like,upon,those,or,according,them,should,say,again,thus,therefore,thy,many,such,was,each,thou,whereon,upwards,whereof,who,thee,himself,yet,became,thine,yea,could,without,man,hast,some,we,what,her,cometh,oft,no,make,these,inasmuch,lest,there,were,how,neither,abundance,wherein,because,may,would,him,your,our,thence,ought,but,wherewith,must,hence,not,shalt,once,whither,ever,throughout,into,let,thereof,therein,hath,one,verily,also,do,did,forth,whom,whence,henceforth,soever,whose,whereby,v_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,â_percentage_use,a_percentage_use,l_percentage_use,y_percentage_use,i_percentage_use,n_percentage_use,h_percentage_use,b_percentage_use,t_percentage_use,o_percentage_use,f_percentage_use,w_percentage_use,d_percentage_use,c_percentage_use,u_percentage_use,p_percentage_use,g_percentage_use,m_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,k_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,4,22,57,23,2,3,5,9,14,2,3,13,7,5,3,6,3,1,7,1,1,1,10,1,1,1,5,9,3,1,1,1,3,2,2,1,1,1,1,1,1,3,1,2,1,6,5,4,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011372867587327376,0.12632006498781478,0.05239642567018684,0.06580016246953696,0.006904955320877335,0.07879772542648253,0.05117790414297319,0.011779041429731926,0.0727051177904143,0.0662063363119415,0.06458164094232331,0.017059301380991064,0.08773354995938261,0.06539398862713242,0.0239642567018684,0.019902518277822908,0.03858651502843217,0.020308692120227456,0.022339561332250204,0.015028432168968318,0.016246953696181964,0.0231519090170593,0.00040617384240454913,0.002843216896831844,0.002843216896831844,0.0020308692120227455,0.0008123476848090983,582,4.230240549828179,8.556962025316455,276.96669374492285
