Author,of,them,the,their,him,that,they,and,said,he,is,in,with,all,are,as,we,not,to,god,who,do,his,will,some,have,more,than,it,being,how,man,into,was,had,no,been,but,one,whom,from,upon,which,must,other,out,by,were,thus,these,much,an,for,may,such,each,whereon,shall,upwards,became,thine,yea,oft,make,therefore,wherein,lord,till,where,whither,let,verily,like,soever,unto,me,because,would,our,wherewith,once,ever,my,also,when,whose,whereby,many,if,whereof,yet,ye,should,could,without,or,what,inasmuch,there,neither,abundance,every,hence,now,thereof,therein,thy,hath,forth,whence,henceforth,those,thou,thee,himself,hast,among,then,her,cometh,lest,your,thence,ought,again,according,shalt,throughout,did,be,say,e_percentage_use,d_percentage_use,o_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,m_percentage_use,n_percentage_use,a_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,w_percentage_use,s_percentage_use,p_percentage_use,c_percentage_use,y_percentage_use,g_percentage_use,l_percentage_use,k_percentage_use,v_percentage_use,b_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),36,5,49,14,3,16,9,21,2,8,8,9,8,6,3,11,2,1,8,7,5,1,3,1,4,8,2,1,6,4,1,4,1,3,5,1,4,4,3,1,5,1,1,1,2,1,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1337121212121212,0.0446969696969697,0.06818181818181818,0.02878787878787879,0.09583333333333334,0.075,0.028409090909090908,0.061742424242424244,0.08409090909090909,0.015909090909090907,0.05416666666666667,0.07575757575757576,0.01893939393939394,0.06212121212121212,0.01893939393939394,0.023106060606060606,0.0125,0.017803030303030303,0.030303030303030304,0.003787878787878788,0.010606060606060607,0.011742424242424242,0.004545454545454545,0.0003787878787878788,0.0003787878787878788,0.0007575757575757576,0,612,4.313725490196078,8.848101265822784,310.982196969697
