Author,of,some,which,with,their,in,to,the,god,we,him,that,ye,lord,make,for,our,and,hence,was,but,it,when,shall,be,all,as,is,my,your,unto,her,hath,have,then,been,from,where,these,had,upon,much,them,they,such,his,will,he,each,every,thee,according,hast,out,yet,me,being,say,how,henceforth,whereby,now,without,oft,whither,would,there,do,therein,among,man,or,could,himself,if,ought,lest,were,thou,no,what,thence,throughout,not,till,must,thus,may,verily,many,into,should,one,ever,an,therefore,said,more,wherein,whereof,once,thereof,by,let,upwards,did,thy,are,cometh,like,those,whence,who,also,again,whereon,soever,inasmuch,thine,abundance,because,other,whom,shalt,became,forth,wherewith,neither,whose,than,yea,o_percentage_use,f_percentage_use,s_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,r_percentage_use,h_percentage_use,t_percentage_use,i_percentage_use,c_percentage_use,a_percentage_use,g_percentage_use,w_percentage_use,n_percentage_use,â_percentage_use,l_percentage_use,y_percentage_use,d_percentage_use,x_percentage_use,v_percentage_use,k_percentage_use,u_percentage_use,j_percentage_use,b_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),40,1,3,5,4,19,10,63,4,1,2,4,4,3,1,8,3,23,1,3,1,13,2,9,3,3,12,9,1,1,2,4,1,3,1,3,2,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06962739932254422,0.027850959729017688,0.07075649228453143,0.02182913059841927,0.13210387655250283,0.017312758750470454,0.062852841550621,0.06134738426797139,0.08731652239367708,0.07339104252916824,0.026345502446368085,0.07301467820850584,0.013172751223184042,0.014678208505833647,0.060971019947308996,0.007903650733910425,0.05269100489273617,0.016936394429808054,0.03801279638690252,0.003387278885961611,0.010914565299209636,0.001881821603312006,0.01618366578848325,0.004892736168611215,0.011290929619872036,0.0007527286413248024,0.0003763643206624012,596,4.458053691275167,8.670886075949367,285.9777945050809
