Author,and,when,it,was,of,with,in,some,where,had,one,the,for,himself,to,these,were,their,they,more,than,each,which,many,ever,every,said,be,from,by,that,could,god,not,or,such,whereon,shall,upwards,who,became,thine,yea,man,upon,oft,make,therefore,wherein,may,lord,till,being,whither,let,as,verily,like,soever,unto,me,we,them,because,would,him,our,all,wherewith,once,is,much,my,also,do,an,whose,been,whereby,if,whereof,have,yet,ye,should,without,he,what,inasmuch,there,neither,abundance,but,must,hence,are,now,thereof,therein,thy,hath,other,forth,his,whom,whence,henceforth,those,thou,thee,hast,among,then,will,her,cometh,out,no,lest,how,your,thence,ought,again,according,shalt,throughout,into,did,thus,say,i_percentage_use,t_percentage_use,s_percentage_use,u_percentage_use,p_percentage_use,e_percentage_use,r_percentage_use,b_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,h_percentage_use,w_percentage_use,â_percentage_use,o_percentage_use,y_percentage_use,m_percentage_use,f_percentage_use,c_percentage_use,j_percentage_use,l_percentage_use,x_percentage_use,k_percentage_use,v_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),21,1,5,15,37,8,10,2,1,6,5,38,3,1,6,3,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06745863385659737,0.09673313534153585,0.08103521425540942,0.02333474756045821,0.020364870598218072,0.12558336868901146,0.05345778532032244,0.014849384811200678,0.07042851081883751,0.06321595248196861,0.0415782774713619,0.01697072549851506,0.05176071277047094,0.025031820110309716,0.004666949512091642,0.07679253288078065,0.011879507848960543,0.026304624522698345,0.03097157403478999,0.02672889266016122,0.002969876962240136,0.037335596096733134,0.002969876962240136,0.003818413237165889,0.007636826474331778,0.0012728044123886295,0,502,4.695219123505976,7.481012658227848,186.9851506151888
