Author,are,to,more,than,ever,in,the,of,their,and,they,by,that,have,been,our,from,some,them,as,an,which,with,it,is,may,be,said,but,his,we,for,was,man,he,among,there,being,thus,could,make,had,were,also,would,not,will,other,shall,upon,these,should,him,where,each,every,god,thee,according,all,hast,out,yet,me,say,my,how,henceforth,whereby,now,without,oft,whither,when,do,therein,or,himself,if,ought,lest,thou,no,what,then,thence,throughout,till,must,your,verily,many,into,one,therefore,wherein,whereof,once,thereof,let,upwards,did,thy,cometh,such,like,those,whence,who,again,whereon,soever,inasmuch,her,thine,abundance,unto,because,whom,hence,shalt,lord,became,forth,wherewith,much,neither,whose,ye,yea,hath,b_percentage_use,r_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,n_percentage_use,a_percentage_use,g_percentage_use,i_percentage_use,o_percentage_use,k_percentage_use,m_percentage_use,l_percentage_use,v_percentage_use,y_percentage_use,â_percentage_use,s_percentage_use,u_percentage_use,d_percentage_use,f_percentage_use,c_percentage_use,j_percentage_use,w_percentage_use,p_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,12,1,1,1,11,42,30,5,20,4,5,10,4,2,1,7,2,6,5,1,2,4,3,4,2,4,2,2,7,1,3,2,2,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188911704312115,0.06899383983572896,0.12484599589322382,0.08829568788501027,0.05913757700205339,0.06406570841889117,0.08952772073921972,0.010677618069815195,0.07227926078028747,0.060369609856262836,0.002874743326488706,0.029568788501026694,0.032032854209445585,0.01190965092402464,0.013963039014373716,0.006160164271047228,0.06570841889117043,0.018480492813141684,0.04394250513347023,0.024229979466119097,0.02299794661190965,0.0032854209445585215,0.013963039014373716,0.01190965092402464,0.0004106776180698152,0.0008213552361396304,0.0004106776180698152,544,4.476102941176471,7.949367088607595,239.95975359342916
