Author,did,not,god,let,them,there,he,his,and,from,but,if,they,must,be,the,of,then,their,to,which,for,an,is,in,that,will,said,more,been,as,by,are,one,among,than,every,have,would,it,was,into,also,many,with,no,such,each,whereon,shall,upwards,who,became,thine,yea,man,upon,oft,make,had,were,therefore,wherein,may,lord,till,being,where,whither,verily,like,soever,unto,me,some,we,because,him,our,all,wherewith,once,much,ever,my,do,when,whose,whereby,whereof,yet,ye,should,could,without,or,what,these,inasmuch,neither,abundance,hence,now,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,those,thou,thee,himself,hast,her,cometh,out,lest,how,your,thence,ought,again,according,shalt,throughout,thus,say,t_percentage_use,i_percentage_use,n_percentage_use,e_percentage_use,w_percentage_use,h_percentage_use,y_percentage_use,d_percentage_use,o_percentage_use,g_percentage_use,l_percentage_use,m_percentage_use,c_percentage_use,u_percentage_use,r_percentage_use,s_percentage_use,p_percentage_use,a_percentage_use,f_percentage_use,b_percentage_use,v_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,1,1,1,8,3,1,1,16,2,2,1,4,2,6,24,20,1,7,9,1,5,2,5,12,6,2,1,3,8,2,3,4,2,3,1,1,4,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046875,0.0640625,0.07135416666666666,0.13489583333333333,0.014583333333333334,0.05572916666666667,0.017708333333333333,0.0390625,0.06875,0.011979166666666667,0.0375,0.021354166666666667,0.0171875,0.027083333333333334,0.06510416666666667,0.06302083333333333,0.021354166666666667,0.08072916666666667,0.019270833333333334,0.021354166666666667,0.0109375,0.0010416666666666667,0.0020833333333333333,0.004166666666666667,0.0046875,0.0010416666666666667,0.0005208333333333333,414,4.63768115942029,6.291139240506329,185.98125
