Author,of,the,that,they,had,for,god,which,and,one,their,is,he,being,among,to,them,there,who,all,upon,your,do,not,we,as,in,these,when,from,been,by,make,like,or,thus,are,once,again,with,have,it,were,an,out,his,lord,man,some,was,where,into,what,such,each,whereon,shall,upwards,became,thine,yea,oft,therefore,wherein,may,till,whither,let,verily,than,soever,unto,me,more,because,would,him,our,wherewith,much,ever,my,also,whose,whereby,many,said,if,whereof,yet,ye,should,could,without,inasmuch,neither,abundance,but,every,must,hence,now,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,those,thou,thee,himself,hast,then,will,her,cometh,no,lest,how,thence,ought,according,shalt,throughout,did,be,say,d_percentage_use,o_percentage_use,c_percentage_use,t_percentage_use,r_percentage_use,b_percentage_use,u_percentage_use,i_percentage_use,n_percentage_use,f_percentage_use,m_percentage_use,s_percentage_use,h_percentage_use,e_percentage_use,â_percentage_use,a_percentage_use,y_percentage_use,g_percentage_use,w_percentage_use,l_percentage_use,v_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),34,46,9,9,1,2,10,3,12,1,4,4,2,4,3,10,2,4,2,2,3,1,1,1,1,3,3,5,1,3,5,3,1,3,5,4,1,1,1,2,4,2,4,2,1,2,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03302825308396339,0.06963788300835655,0.01591723040191007,0.08436132113012336,0.05372065260644648,0.014723438121766812,0.022284122562674095,0.06884202148826105,0.06565857540787903,0.027059291683247114,0.02626343016315161,0.055312375646637484,0.06685236768802229,0.11738957421408674,0.008754476721050538,0.07680063668921608,0.016713091922005572,0.02347791484281735,0.013927576601671309,0.030242737763629127,0.00955033824114604,0.00915240748109829,0.0031834460803820135,0.0019896538002387586,0.001193792280143255,0,0,529,4.750472589792061,7.772151898734177,237.9160366096299
