Author,in,god,of,but,now,thus,the,lord,that,thee,and,he,not,for,have,by,thy,thou,when,will,be,with,an,therefore,from,say,to,my,who,do,it,shall,forth,ye,make,is,are,one,his,other,their,ever,which,they,among,or,then,such,me,them,as,may,would,being,these,where,many,was,each,said,if,whereon,upwards,whereof,himself,hast,yet,became,thine,yea,should,could,man,without,more,some,upon,we,what,those,her,oft,cometh,out,had,no,inasmuch,lest,there,were,how,neither,abundance,wherein,because,him,your,our,all,thence,ought,again,according,been,every,wherewith,till,must,hence,shalt,once,much,whither,throughout,into,let,thereof,therein,hath,verily,also,did,whom,whence,like,than,henceforth,soever,whose,unto,whereby,i_percentage_use,n_percentage_use,s_percentage_use,a_percentage_use,x_percentage_use,g_percentage_use,o_percentage_use,d_percentage_use,p_percentage_use,r_percentage_use,m_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,f_percentage_use,l_percentage_use,u_percentage_use,b_percentage_use,w_percentage_use,c_percentage_use,j_percentage_use,v_percentage_use,y_percentage_use,â_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),15,1,19,1,2,3,51,3,2,9,23,2,4,8,5,4,3,2,1,10,7,4,3,1,23,1,4,4,2,1,4,9,1,1,1,5,7,2,2,1,7,1,3,6,2,5,2,5,2,5,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06827643630308076,0.05620316402997502,0.0649458784346378,0.07452123230641132,0.0029142381348875937,0.017485428809325562,0.06661115736885928,0.0324729392173189,0.014571190674437969,0.07243963363863447,0.029142381348875937,0.12947543713572024,0.08534554537885096,0.07410491257285595,0.029142381348875937,0.03996669442131557,0.02164862614487927,0.013322231473771857,0.019983347210657785,0.017901748542880933,0.0016652789342214821,0.010824313072439634,0.019567027477102414,0.006661115736885929,0.002497918401332223,0.0008326394671107411,0,593,4.050590219224283,8.784810126582279,299.97252289758535
