Author,some,of,them,that,and,their,it,not,what,is,the,from,to,these,all,are,than,no,they,have,been,in,his,but,were,many,those,may,as,other,which,could,when,god,among,being,had,for,there,or,by,be,who,did,must,where,was,abundance,we,with,an,such,then,once,our,lord,will,thou,each,said,if,whereon,shall,upwards,whereof,thee,himself,yet,became,thine,yea,me,ye,man,should,without,he,more,upon,her,cometh,out,oft,make,inasmuch,lest,how,neither,therefore,wherein,because,would,him,your,thence,ought,again,according,every,wherewith,till,hence,shalt,much,whither,ever,now,my,throughout,into,let,thereof,therein,thy,hath,verily,also,do,one,thus,forth,hast,whom,whence,say,like,henceforth,soever,whose,unto,whereby,s_percentage_use,o_percentage_use,m_percentage_use,e_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,u_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,w_percentage_use,v_percentage_use,d_percentage_use,k_percentage_use,p_percentage_use,â_percentage_use,y_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),6,23,8,17,13,9,6,3,1,5,34,5,10,1,1,3,1,2,13,10,7,13,2,5,2,1,4,2,5,4,4,1,1,3,1,1,2,3,5,3,4,3,1,2,1,1,5,2,3,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05877803557617943,0.06805877803557618,0.01817478731631864,0.12374323279195669,0.021268368136117557,0.11252900232018562,0.06921887084300077,0.02088167053364269,0.07849961330239752,0.024361948955916472,0.01894818252126837,0.061871616395978345,0.016627996906419182,0.07927300850734725,0.06225831399845321,0.017788089713843776,0.017014694508894045,0.01585460170146945,0.04137664346481052,0.0027068832173240526,0.015467904098994586,0.0069605568445475635,0.01817478731631864,0.0007733952049497294,0.001160092807424594,0.0007733952049497294,0.001160092807424594,595,4.346218487394958,8.658227848101266,273.97370456303173
