Author,of,the,in,his,among,and,to,some,which,he,our,was,now,by,from,other,no,but,we,were,that,they,an,be,it,not,being,for,them,upon,every,when,as,did,there,if,with,their,is,say,what,or,whom,one,out,all,into,many,each,then,thus,who,throughout,according,are,have,may,been,these,will,lest,therefore,inasmuch,her,where,said,thine,abundance,god,thee,thou,more,wherein,unto,hast,yet,thence,whereof,me,because,once,thereof,hath,hence,shalt,my,let,upwards,how,henceforth,whereby,till,must,lord,became,forth,thy,wherewith,without,oft,whither,cometh,such,like,had,would,shall,do,those,whence,make,much,neither,whose,therein,him,ye,your,verily,also,again,man,whereon,soever,could,than,himself,should,yea,ever,ought,g_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,m_percentage_use,r_percentage_use,s_percentage_use,c_percentage_use,h_percentage_use,l_percentage_use,a_percentage_use,f_percentage_use,t_percentage_use,e_percentage_use,b_percentage_use,w_percentage_use,y_percentage_use,j_percentage_use,u_percentage_use,v_percentage_use,d_percentage_use,k_percentage_use,p_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),37,63,9,1,3,20,16,5,9,7,3,5,1,5,10,1,1,2,3,9,8,9,2,2,5,2,1,5,1,2,2,2,6,2,3,1,3,6,4,1,1,3,1,6,1,6,4,2,1,1,2,1,2,1,4,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0.07296,0.07232,0.0688,0.02496,0.0608,0.07136,0.0272,0.05344,0.0304,0.07328,0.02656,0.08864,0.12032,0.01184,0.01728,0.01472,0.00064,0.02496,0.0064,0.04192,0.00512,0.0192,0.0016,0.00704,0.00064,0.00032,679,4.6023564064801175,9.645569620253164,321.96352
