Author,their,and,such,as,they,were,of,in,the,to,his,that,yet,god,without,for,he,him,there,was,who,shall,is,with,by,one,which,had,all,must,me,those,have,are,many,other,do,not,now,man,from,being,if,these,should,we,be,among,them,some,would,more,been,an,when,make,or,out,it,lest,therefore,each,upon,will,inasmuch,said,her,where,thine,every,thee,abundance,thou,no,according,wherein,what,then,hast,unto,thence,whereof,because,once,thereof,whom,hath,say,hence,my,let,upwards,throughout,how,henceforth,whereby,till,shalt,lord,became,did,forth,thy,wherewith,oft,whither,cometh,like,our,thus,whence,much,neither,whose,therein,ye,may,your,verily,also,again,whereon,into,could,soever,himself,than,but,yea,ever,ought,r_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,s_percentage_use,o_percentage_use,e_percentage_use,j_percentage_use,w_percentage_use,l_percentage_use,b_percentage_use,a_percentage_use,c_percentage_use,t_percentage_use,h_percentage_use,m_percentage_use,d_percentage_use,u_percentage_use,y_percentage_use,f_percentage_use,k_percentage_use,p_percentage_use,v_percentage_use,â_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),17,13,1,5,10,4,30,7,34,16,3,8,1,1,2,2,5,2,1,2,1,2,4,5,6,2,4,3,3,1,1,1,4,2,3,4,1,3,1,1,3,2,2,1,2,2,2,1,6,1,3,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06288532675709001,0.07233867653103165,0.06041923551171394,0.016440608302507192,0.06740649404027949,0.07357172215371968,0.12042745581586518,0.0008220304151253596,0.02055076037813399,0.030415125359638306,0.01972872996300863,0.07069461570078094,0.01972872996300863,0.09658857377722976,0.06863953966296753,0.026304973284011508,0.03740238388820386,0.019317714755445952,0.017673653925195234,0.02836004932182491,0.008220304151253596,0.015207562679819153,0.009453349773941636,0.006165228113440197,0.0004110152075626798,0,0,554,4.391696750902527,8.253164556962025,252.9691738594328
