Author,have,for,and,my,that,whose,been,in,the,of,our,may,to,such,as,from,every,her,was,than,or,their,must,be,is,are,with,man,then,had,his,by,all,but,god,what,them,thus,will,it,thou,thy,should,say,shall,me,each,we,thee,according,hast,out,yet,being,how,henceforth,whereby,now,without,oft,whither,when,would,there,do,therein,among,could,some,himself,if,ought,lest,were,no,thence,throughout,not,till,him,your,verily,many,into,one,ever,these,an,therefore,upon,said,more,wherein,whereof,once,thereof,let,upwards,did,he,cometh,like,those,whence,who,also,again,whereon,soever,they,inasmuch,where,thine,abundance,unto,because,other,whom,hence,shalt,lord,became,forth,wherewith,which,make,much,neither,ye,yea,hath,p_percentage_use,r_percentage_use,o_percentage_use,t_percentage_use,e_percentage_use,c_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,a_percentage_use,l_percentage_use,h_percentage_use,v_percentage_use,b_percentage_use,u_percentage_use,s_percentage_use,f_percentage_use,y_percentage_use,d_percentage_use,m_percentage_use,w_percentage_use,â_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,4,20,3,6,4,2,14,50,26,1,1,8,1,9,9,3,1,1,1,5,6,1,2,5,1,2,1,2,2,1,5,1,2,2,1,1,2,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019215044971381847,0.058871627146361405,0.07277187244480784,0.08340147179067865,0.12510220768601799,0.01757972199509403,0.07195421095666395,0.07686017988552739,0.019215044971381847,0.07890433360588717,0.03965658217497956,0.05519215044971382,0.017988552739165987,0.017170891251022075,0.016762060506950123,0.07113654946852004,0.022894521668029435,0.013900245298446443,0.03434178250204415,0.02044153720359771,0.012673753066230581,0.006541291905151268,0.0024529844644317253,0.0024529844644317253,0.0008176614881439084,0.0008176614881439084,0.0012264922322158627,544,4.4963235294117645,8.075949367088608,220.96034341782502
