Author,be,and,again,with,the,their,shall,in,to,thus,for,of,many,without,an,lord,god,his,is,we,it,being,into,as,which,yea,from,them,also,one,more,will,had,been,when,all,these,are,upon,thee,thou,shalt,among,whither,thy,hath,unto,then,have,he,do,yet,were,that,say,they,some,such,but,me,not,every,may,those,by,lest,therefore,each,inasmuch,her,where,said,thine,abundance,no,according,wherein,what,hast,out,thence,whereof,because,once,thereof,was,other,whom,hence,my,let,upwards,throughout,how,henceforth,whereby,till,must,now,became,did,forth,wherewith,oft,cometh,like,our,would,there,whence,make,much,neither,whose,therein,him,who,ye,your,verily,man,whereon,or,could,soever,himself,should,than,if,ever,ought,b_percentage_use,e_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,p_percentage_use,r_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,w_percentage_use,j_percentage_use,u_percentage_use,m_percentage_use,y_percentage_use,l_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),9,31,2,3,44,10,7,10,17,2,2,25,1,6,2,7,8,2,4,1,4,2,2,3,2,1,6,3,1,1,1,6,1,2,1,5,3,1,2,8,2,3,1,2,8,2,1,1,2,1,2,1,1,2,1,1,2,1,3,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013383521539104977,0.12170639899623588,0.04684232538686742,0.07068172312839816,0.05938937682977834,0.022166457549142617,0.053952321204516936,0.07486407360936846,0.06273525721455459,0.015056461731493099,0.10414052697616061,0.06900878293601004,0.0698452530322041,0.01756587202007528,0.001672940192388122,0.01756587202007528,0.020493517356754497,0.016729401923881223,0.054788791300711,0.020911752404851526,0.025094102885821833,0.00794646591384358,0.001672940192388122,0.004600585529067336,0.002509410288582183,0,0,554,4.315884476534296,8.227848101265822,295.97532413216226
