Author,the,that,he,was,in,by,of,an,with,whom,being,his,from,among,where,had,been,were,for,said,there,many,their,and,which,like,those,these,then,not,now,them,but,as,much,me,became,to,will,is,who,our,without,him,all,it,therefore,should,more,thus,could,make,must,have,they,are,into,other,such,thou,each,if,whereon,shall,upwards,whereof,thee,himself,yet,thine,yea,ye,hast,man,some,upon,or,we,what,her,cometh,oft,out,no,inasmuch,lest,how,neither,abundance,wherein,because,may,would,your,thence,lord,ought,again,according,every,wherewith,till,hence,shalt,once,whither,ever,god,my,throughout,let,thereof,therein,thy,hath,verily,also,do,one,did,forth,be,whence,say,when,henceforth,than,soever,whose,unto,whereby,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,v_percentage_use,l_percentage_use,m_percentage_use,u_percentage_use,a_percentage_use,y_percentage_use,n_percentage_use,s_percentage_use,i_percentage_use,f_percentage_use,o_percentage_use,b_percentage_use,g_percentage_use,w_percentage_use,c_percentage_use,d_percentage_use,â_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),35,12,11,6,10,4,29,3,3,2,3,11,10,4,3,3,1,5,2,1,1,1,27,19,3,1,3,1,1,2,2,4,2,5,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08934337997847147,0.061356297093649086,0.12701829924650163,0.06637961966271977,0.00968783638320775,0.030139935414424113,0.03229278794402583,0.01794043774668102,0.07714388231072838,0.010046645138141371,0.07355579476139218,0.06745604592752064,0.08503767491926803,0.022963760315751706,0.060279870828848225,0.015787585217079295,0.017222820236813777,0.015787585217079295,0.024398995335486187,0.03803372802296376,0.005023322569070686,0.003588087549336204,0.009329027628274129,0.0014352350197344816,0.0003588087549336204,0.0014352350197344816,0,596,4.676174496644295,8.670886075949367,261.96304269824185
