Author,to,them,the,of,among,their,and,like,in,an,one,some,much,by,such,when,with,that,it,could,be,no,must,upon,but,are,more,is,they,his,from,our,as,have,been,for,many,without,or,should,other,those,there,throughout,these,had,he,each,into,if,not,then,who,make,say,thou,was,said,whereon,shall,upwards,whereof,thee,himself,yet,became,thine,yea,me,ye,man,hast,we,what,will,her,oft,cometh,out,inasmuch,lest,were,how,neither,abundance,therefore,which,wherein,because,may,would,him,your,thence,lord,all,ought,again,according,every,wherewith,till,being,hence,shalt,where,once,whither,ever,god,now,my,let,thereof,therein,thy,hath,verily,also,do,did,thus,forth,whom,whence,henceforth,than,soever,whose,unto,whereby,t_percentage_use,o_percentage_use,b_percentage_use,r_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,k_percentage_use,w_percentage_use,l_percentage_use,d_percentage_use,f_percentage_use,c_percentage_use,v_percentage_use,z_percentage_use,s_percentage_use,a_percentage_use,u_percentage_use,x_percentage_use,y_percentage_use,â_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),10,3,54,46,3,6,20,1,17,2,4,1,1,4,1,2,3,5,7,1,2,1,2,1,1,8,1,3,8,7,1,2,1,3,1,1,3,1,4,1,3,2,1,1,3,1,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10003677822728944,0.06620080912100036,0.016182420007355647,0.059948510481794774,0.07171754321441706,0.06987863184994483,0.019492460463405664,0.05553512320706142,0.13350496506068407,0.02022802500919456,0.002942258183155572,0.012136815005516733,0.024641412283927914,0.03420375137918352,0.02942258183155572,0.02500919455682236,0.012872379551305628,0.000735564545788893,0.0687752850312615,0.07613093048915043,0.025376976829716808,0.0025744759102611253,0.015079073188672305,0.008091210003677823,0.01471129091577786,0.001471129091577786,0.0003677822728944465,578,4.704152249134948,8.316455696202532,268.9672673777124
