Author,of,and,would,the,their,some,yet,now,his,he,them,to,be,as,not,but,him,for,was,could,being,thus,one,that,in,than,had,been,other,out,who,those,have,these,upon,god,by,they,lord,say,is,among,no,shall,are,became,more,it,her,when,with,if,did,were,whose,such,many,thou,each,said,whereon,upwards,whereof,thee,himself,hast,without,yea,thine,ye,me,should,man,then,or,we,what,will,cometh,oft,make,from,inasmuch,there,lest,how,neither,abundance,therefore,which,wherein,because,may,your,our,all,thence,ought,again,according,every,wherewith,till,must,hence,shalt,where,once,much,whither,ever,my,throughout,into,let,thereof,therein,thy,hath,verily,also,do,forth,an,whom,whence,like,henceforth,soever,unto,whereby,o_percentage_use,f_percentage_use,d_percentage_use,e_percentage_use,a_percentage_use,t_percentage_use,h_percentage_use,n_percentage_use,w_percentage_use,u_percentage_use,l_percentage_use,r_percentage_use,y_percentage_use,g_percentage_use,i_percentage_use,s_percentage_use,b_percentage_use,m_percentage_use,â_percentage_use,v_percentage_use,p_percentage_use,c_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),31,26,4,54,4,1,1,3,9,7,3,10,4,3,4,3,4,3,3,1,2,3,3,9,8,2,8,2,1,1,2,2,1,2,4,1,2,1,5,1,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07446808510638298,0.027004909983633387,0.05973813420621931,0.13707037643207856,0.07078559738134206,0.09165302782324058,0.07733224222585924,0.06751227495908348,0.016775777414075287,0.031096563011456628,0.028641571194762683,0.05687397708674304,0.011865793780687398,0.013911620294599018,0.05360065466448445,0.07037643207855974,0.011865793780687398,0.020867430441898527,0.004500818330605565,0.007774140752864157,0.01718494271685761,0.020867430441898527,0.0016366612111292963,0.0020458265139116204,0.0004091653027823241,0.0057283142389525366,0,545,4.48440366972477,8.075949367088608,260.9815875613748
