Author,they,were,to,the,of,which,was,and,as,for,thus,their,not,there,but,it,more,than,now,in,with,one,upon,had,these,he,is,by,where,god,therefore,shall,your,be,did,some,that,should,such,if,all,from,those,would,again,ever,no,other,also,his,according,then,being,man,when,them,lest,an,each,inasmuch,will,her,said,we,every,thee,thine,abundance,thou,wherein,what,unto,hast,out,yet,thence,whereof,me,have,been,once,thereof,because,whom,hath,say,hence,my,let,upwards,throughout,how,henceforth,whereby,till,must,lord,became,forth,thy,wherewith,are,without,oft,whither,cometh,like,our,do,whence,make,much,neither,whose,therein,him,who,among,shalt,ye,may,verily,whereon,many,or,could,into,himself,soever,yea,ought,j_percentage_use,o_percentage_use,h_percentage_use,n_percentage_use,t_percentage_use,e_percentage_use,y_percentage_use,w_percentage_use,r_percentage_use,l_percentage_use,d_percentage_use,m_percentage_use,g_percentage_use,a_percentage_use,c_percentage_use,i_percentage_use,â_percentage_use,u_percentage_use,p_percentage_use,f_percentage_use,s_percentage_use,x_percentage_use,v_percentage_use,b_percentage_use,z_percentage_use,q_percentage_use,k_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,5,16,43,21,3,11,20,9,2,2,5,3,2,1,3,3,2,1,7,4,2,2,3,3,2,2,4,2,1,1,2,1,2,1,4,1,1,2,1,1,2,2,1,1,2,1,2,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006342494714587738,0.07272727272727272,0.06300211416490487,0.0693446088794926,0.08964059196617336,0.1361522198731501,0.008879492600422832,0.021141649048625793,0.05454545454545454,0.030866807610993658,0.054122621564482026,0.024101479915433405,0.016067653276955602,0.0638477801268499,0.026215644820295984,0.057928118393234675,0.008456659619450317,0.03128964059196617,0.013953488372093023,0.027906976744186046,0.06765327695560254,0.0021141649048625794,0.008033826638477801,0.01437632135306554,0.0008456659619450317,0.00042283298097251583,0.002959830866807611,514,4.601167315175097,7.632911392405063,228.97293868921776
