Author,of,the,he,his,and,to,with,man,these,had,been,but,him,that,was,not,by,one,who,an,let,god,be,our,they,are,have,from,their,there,being,which,in,it,is,among,much,as,them,such,did,till,should,must,when,some,shall,into,also,where,each,we,every,thee,according,all,hast,out,yet,me,say,my,how,henceforth,whereby,now,without,oft,whither,would,do,therein,or,could,himself,if,ought,lest,will,were,thou,no,what,then,thence,throughout,thus,may,your,verily,many,ever,therefore,upon,said,more,wherein,whereof,once,thereof,upwards,thy,cometh,like,those,whence,for,again,whereon,soever,inasmuch,her,thine,abundance,unto,because,other,whom,hence,shalt,lord,became,forth,wherewith,make,neither,whose,ye,than,yea,hath,i_percentage_use,n_percentage_use,t_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,d_percentage_use,v_percentage_use,m_percentage_use,s_percentage_use,c_percentage_use,a_percentage_use,y_percentage_use,w_percentage_use,g_percentage_use,l_percentage_use,k_percentage_use,u_percentage_use,â_percentage_use,x_percentage_use,b_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),33,35,4,1,24,14,7,2,3,3,4,2,1,5,7,1,3,5,3,1,1,3,3,1,9,2,7,3,11,1,3,4,5,4,2,4,1,3,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757635858786196,0.07259024196747323,0.09599365331217771,0.12534708449028165,0.06227687425624752,0.013486711622372074,0.07338357794525982,0.02380007933359778,0.064260214200714,0.04918683062276874,0.011106703689012296,0.01943673145577152,0.05513685045616819,0.022213407378024592,0.08052360174533915,0.013883379611265371,0.018643395477984926,0.025386751289170964,0.02657675525585085,0.0031733439111463705,0.018643395477984926,0.007140023800079333,0.0007933359777865926,0.012296707655692185,0.001190003966679889,0.0007933359777865926,0,542,4.6512915129151295,7.924050632911392,241.97302657675525
