Author,in,of,from,the,was,they,out,their,and,were,have,to,been,man,among,but,ever,as,not,with,for,what,are,we,again,be,now,if,where,all,that,one,would,must,them,who,or,then,an,will,other,there,also,let,many,whither,say,which,such,is,like,it,god,could,these,those,thou,each,said,whereon,shall,upwards,whereof,thee,himself,yet,became,thine,yea,me,ye,should,without,hast,he,more,some,upon,her,cometh,oft,no,make,had,inasmuch,lest,how,neither,abundance,therefore,wherein,by,because,may,him,your,our,lord,thence,ought,according,every,wherewith,till,being,hence,shalt,once,much,my,throughout,into,thereof,therein,thy,hath,verily,do,did,thus,forth,his,whom,whence,when,henceforth,than,soever,whose,unto,whereby,g_percentage_use,o_percentage_use,z_percentage_use,e_percentage_use,n_percentage_use,i_percentage_use,m_percentage_use,d_percentage_use,a_percentage_use,â_percentage_use,k_percentage_use,s_percentage_use,x_percentage_use,v_percentage_use,t_percentage_use,h_percentage_use,f_percentage_use,l_percentage_use,p_percentage_use,u_percentage_use,r_percentage_use,w_percentage_use,b_percentage_use,y_percentage_use,c_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),11,22,8,39,2,9,1,8,8,2,12,17,6,1,3,4,3,8,2,4,4,2,8,2,1,12,4,2,3,1,5,1,1,2,3,2,1,2,2,2,3,1,1,1,3,1,1,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014712643678160919,0.0703448275862069,0.001379310344827586,0.14988505747126438,0.06804597701149426,0.06620689655172414,0.020689655172413793,0.03218390804597701,0.07816091954022988,0.004597701149425287,0.005517241379310344,0.060689655172413794,0.002758620689655172,0.019770114942528734,0.10022988505747127,0.06206896551724138,0.023448275862068966,0.03402298850574713,0.01885057471264368,0.010574712643678161,0.06022988505747127,0.023908045977011495,0.015172413793103448,0.013333333333333334,0.022988505747126436,0.003218390804597701,0.0004597701149425287,491,4.429735234215886,7.329113924050633,253.98344827586206
