Author,of,to,be,it,that,the,in,said,have,whereof,they,as,and,an,their,by,shall,for,such,therein,been,our,lord,is,if,but,when,was,his,also,more,must,with,are,upwards,which,ought,will,god,from,some,hence,upon,do,now,each,whereon,who,thine,became,yea,man,oft,make,had,were,therefore,wherein,may,till,being,where,whither,let,verily,like,than,soever,unto,me,we,them,because,would,him,all,wherewith,once,much,ever,my,whose,whereby,many,yet,ye,should,could,without,he,or,what,these,inasmuch,there,neither,abundance,every,thereof,thy,hath,one,other,forth,whom,whence,henceforth,those,thou,thee,himself,hast,among,then,her,cometh,out,no,lest,how,your,thence,again,according,not,shalt,throughout,into,did,thus,say,d_percentage_use,i_percentage_use,s_percentage_use,t_percentage_use,r_percentage_use,c_percentage_use,o_percentage_use,f_percentage_use,w_percentage_use,n_percentage_use,b_percentage_use,e_percentage_use,m_percentage_use,h_percentage_use,a_percentage_use,l_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,u_percentage_use,p_percentage_use,â_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),48,18,9,6,5,59,13,1,4,1,5,4,13,5,1,6,1,2,2,1,2,1,1,7,2,1,2,1,2,2,1,4,3,4,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03033980582524272,0.0744336569579288,0.063915857605178,0.11852750809061488,0.05906148867313916,0.026294498381877023,0.07119741100323625,0.03155339805825243,0.014158576051779935,0.05946601941747573,0.015372168284789644,0.1302588996763754,0.021035598705501618,0.05703883495145631,0.06270226537216829,0.029935275080906147,0.007686084142394822,0.013754045307443365,0.0036407766990291263,0.019417475728155338,0.021844660194174758,0.0093042071197411,0.0036407766990291263,0.012135922330097087,0.0028317152103559872,0.0008090614886731392,0,539,4.586270871985158,7.9113924050632916,253.960355987055
