Author,man,thou,his,of,such,for,was,each,upwards,shall,whereon,who,became,thine,yea,that,upon,oft,make,had,were,therefore,the,wherein,may,lord,till,being,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,would,him,our,all,and,wherewith,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,said,if,whereof,have,yet,ye,should,could,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,must,hence,are,god,now,thereof,therein,thy,hath,one,other,forth,whom,whence,henceforth,those,their,thee,himself,hast,among,then,to,will,her,cometh,out,no,lest,in,with,how,they,by,your,thence,ought,again,according,not,shalt,throughout,into,did,thus,be,say,a_percentage_use,l_percentage_use,e_percentage_use,i_percentage_use,m_percentage_use,j_percentage_use,h_percentage_use,y_percentage_use,s_percentage_use,o_percentage_use,u_percentage_use,v_percentage_use,n_percentage_use,c_percentage_use,f_percentage_use,t_percentage_use,r_percentage_use,b_percentage_use,w_percentage_use,k_percentage_use,p_percentage_use,d_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,g_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12442396313364056,0.03225806451612903,0.10599078341013825,0.10599078341013825,0.03686635944700461,0.009216589861751152,0.1382488479262673,0.004608294930875576,0.06451612903225806,0.07373271889400922,0.03225806451612903,0.009216589861751152,0.055299539170506916,0.013824884792626729,0.02304147465437788,0.03686635944700461,0.03225806451612903,0.027649769585253458,0.03225806451612903,0.013824884792626729,0.004608294930875576,0.004608294930875576,0,0,0,0,0,49,4.428571428571429,1.620253164556962,5.981566820276498
