Author,the,ever,been,by,such,of,who,have,in,and,to,said,be,must,from,as,which,some,upon,their,were,forth,had,his,but,man,with,he,him,into,that,would,them,many,they,should,there,these,was,oft,for,other,if,it,all,our,lord,how,are,my,ye,me,not,will,then,every,those,being,shall,lest,an,therefore,each,inasmuch,her,where,we,thine,god,thee,abundance,thou,no,according,more,wherein,what,unto,hast,out,yet,thence,whereof,because,once,thereof,whom,hath,say,hence,let,shalt,upwards,throughout,henceforth,whereby,till,is,now,became,did,thy,wherewith,without,whither,cometh,when,like,do,thus,whence,make,much,neither,whose,therein,among,may,your,verily,also,again,whereon,or,could,soever,himself,than,one,yea,ought,s_percentage_use,a_percentage_use,m_percentage_use,r_percentage_use,i_percentage_use,t_percentage_use,n_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,u_percentage_use,v_percentage_use,b_percentage_use,o_percentage_use,y_percentage_use,â_percentage_use,d_percentage_use,k_percentage_use,f_percentage_use,w_percentage_use,l_percentage_use,p_percentage_use,g_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),41,3,3,4,1,21,2,2,8,18,22,2,3,1,3,5,1,1,2,8,5,1,3,6,3,2,2,2,4,4,4,3,2,2,7,3,2,1,2,1,3,1,2,1,1,2,2,1,2,1,3,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06467065868263473,0.07025948103792415,0.027544910179640718,0.06467065868263473,0.06946107784431138,0.08582834331337326,0.059880239520958084,0.0562874251497006,0.13532934131736526,0.021956087824351298,0.02554890219560878,0.013572854291417165,0.008782435129740519,0.0782435129740519,0.01437125748502994,0.009580838323353293,0.045508982035928146,0.0023952095808383233,0.02714570858283433,0.017964071856287425,0.0375249500998004,0.02155688622754491,0.014770459081836327,0.0023952095808383233,0.0003992015968063872,0.0007984031936127744,0.003992015968063872,541,4.630314232902033,7.987341772151899,239.9804391217565
