Author,upon,our,the,of,to,who,him,not,for,me,but,and,your,are,in,which,they,shall,say,that,had,among,said,he,would,her,be,one,them,all,wherewith,thine,thee,thy,will,god,these,may,if,there,been,many,have,it,such,by,or,thus,with,his,an,lord,man,into,as,was,every,no,were,yet,lest,therefore,each,inasmuch,where,we,abundance,thou,more,according,wherein,what,then,hast,out,unto,thence,whereof,because,once,thereof,other,whom,their,hath,being,hence,shalt,my,let,upwards,throughout,how,henceforth,whereby,till,must,now,from,is,did,became,forth,without,oft,whither,cometh,when,like,do,those,whence,make,much,neither,whose,therein,ye,verily,also,again,whereon,soever,could,than,some,himself,should,yea,ever,ought,s_percentage_use,c_percentage_use,e_percentage_use,n_percentage_use,f_percentage_use,o_percentage_use,r_percentage_use,u_percentage_use,p_percentage_use,l_percentage_use,t_percentage_use,i_percentage_use,h_percentage_use,d_percentage_use,a_percentage_use,v_percentage_use,â_percentage_use,m_percentage_use,w_percentage_use,g_percentage_use,j_percentage_use,b_percentage_use,y_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,2,47,22,18,2,3,6,10,1,3,18,1,3,13,4,2,6,1,8,7,1,2,6,3,4,4,1,2,4,1,1,1,1,1,2,1,1,1,2,2,2,2,4,1,1,2,1,7,8,1,1,1,2,3,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06225218080888184,0.023790642347343377,0.1316415543219667,0.0654242664551943,0.027359238699444885,0.07057890563045202,0.061459159397303724,0.02696272799365583,0.014670896114195083,0.042426645519429027,0.08564631245043616,0.0662172878667724,0.06661379857256146,0.05035685963521015,0.0689928628072958,0.011102299762093577,0.007930214115781126,0.021808088818398096,0.02141157811260904,0.01942902458366376,0.0019825535289452814,0.011102299762093577,0.012688342585249802,0.0019825535289452814,0.0003965107057890563,0.0015860428231562252,0,559,4.511627906976744,8.139240506329115,264.9758128469469
