Author,to,be,their,by,one,no,but,the,into,and,for,it,as,whence,among,these,that,of,may,let,how,from,all,with,or,some,them,an,they,must,upon,also,man,such,other,make,do,which,god,in,thus,not,who,have,when,were,was,each,whereon,shall,upwards,became,thine,yea,oft,had,therefore,wherein,lord,till,being,where,whither,verily,like,than,soever,unto,me,more,we,because,would,him,our,wherewith,once,is,much,ever,my,whose,been,whereby,many,said,if,whereof,yet,ye,should,could,without,he,what,inasmuch,there,neither,abundance,every,hence,are,now,thereof,therein,thy,hath,forth,his,whom,henceforth,those,thou,thee,himself,hast,then,will,her,cometh,out,lest,your,thence,ought,again,according,shalt,throughout,did,say,t_percentage_use,o_percentage_use,b_percentage_use,e_percentage_use,r_percentage_use,n_percentage_use,a_percentage_use,g_percentage_use,i_percentage_use,s_percentage_use,h_percentage_use,m_percentage_use,y_percentage_use,p_percentage_use,u_percentage_use,f_percentage_use,d_percentage_use,c_percentage_use,â_percentage_use,k_percentage_use,l_percentage_use,v_percentage_use,w_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),11,2,24,7,2,5,2,31,1,19,2,2,2,6,1,4,4,32,2,1,4,2,2,5,3,4,8,2,6,1,1,3,1,2,1,1,1,2,1,5,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09356458238247375,0.07530807850296668,0.016887266088544045,0.13053400273847557,0.05248744865358284,0.07120036513007759,0.0689183021451392,0.025559105431309903,0.07667731629392971,0.05476951163852122,0.07074395253308992,0.02647193062528526,0.015518028297581013,0.012323140118667275,0.021451392058420813,0.02921040620721132,0.030123231401186674,0.025559105431309903,0.00867183934276586,0.004107713372889092,0.035600182565038795,0.010953902327704245,0.020538566864445457,0.0009128251939753537,0.00045641259698767686,0.0009128251939753537,0.00045641259698767686,479,4.5741127348643005,7.455696202531645,223.97991784573253
