Author,and,his,that,it,should,ever,he,not,god,himself,our,the,from,their,would,have,been,to,them,for,what,could,of,such,as,these,had,no,who,was,an,all,which,were,in,but,by,many,be,some,also,thus,there,one,upon,is,other,each,we,every,thee,according,hast,out,yet,me,being,say,my,how,henceforth,whereby,now,without,oft,whither,when,do,therein,among,man,or,if,ought,lest,will,thou,then,thence,throughout,till,must,shall,him,may,your,verily,into,therefore,said,more,wherein,whereof,once,thereof,let,upwards,did,thy,are,cometh,like,those,whence,again,whereon,soever,they,inasmuch,her,where,thine,abundance,unto,because,whom,hence,shalt,lord,became,forth,wherewith,with,make,much,neither,whose,ye,than,yea,hath,c_percentage_use,i_percentage_use,t_percentage_use,y_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,f_percentage_use,o_percentage_use,r_percentage_use,e_percentage_use,x_percentage_use,p_percentage_use,h_percentage_use,â_percentage_use,m_percentage_use,u_percentage_use,l_percentage_use,v_percentage_use,b_percentage_use,g_percentage_use,j_percentage_use,w_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),16,7,8,3,4,2,3,3,1,1,2,40,1,6,2,7,3,17,2,5,2,2,28,1,9,3,2,1,4,2,1,4,1,7,7,1,3,1,7,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02030456852791878,0.06006768189509306,0.0922165820642978,0.011421319796954314,0.07529610829103214,0.06006768189509306,0.04568527918781726,0.077834179357022,0.0266497461928934,0.07445008460236886,0.06006768189509306,0.13705583756345177,0.001692047377326565,0.018189509306260575,0.05879864636209814,0.005076142131979695,0.023265651438240272,0.030456852791878174,0.03680203045685279,0.01353637901861252,0.011844331641285956,0.014382402707275803,0.0038071065989847717,0.017766497461928935,0.001692047377326565,0.0012690355329949238,0.0008460236886632825,510,4.635294117647059,7.518987341772152,230.98054145516073
