Author,and,they,his,is,as,our,lord,should,say,now,the,to,which,my,of,when,shall,an,in,were,more,hence,it,that,god,said,be,he,hath,again,many,one,from,we,those,then,but,upon,with,must,was,into,unto,her,will,for,him,throughout,all,every,by,are,such,each,whereon,upwards,who,became,thine,yea,man,oft,make,had,therefore,wherein,may,till,being,where,whither,let,verily,like,than,soever,me,some,them,because,would,wherewith,once,much,ever,also,do,whose,been,whereby,if,whereof,have,yet,ye,could,without,or,what,these,inasmuch,there,neither,abundance,thereof,therein,thy,other,forth,whom,whence,henceforth,thou,their,thee,himself,hast,among,out,cometh,no,lest,how,your,thence,ought,according,not,shalt,did,thus,w_percentage_use,a_percentage_use,l_percentage_use,k_percentage_use,n_percentage_use,e_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,s_percentage_use,i_percentage_use,m_percentage_use,o_percentage_use,u_percentage_use,g_percentage_use,r_percentage_use,c_percentage_use,p_percentage_use,f_percentage_use,â_percentage_use,v_percentage_use,j_percentage_use,x_percentage_use,b_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),15,2,7,9,5,1,2,1,1,3,60,18,6,4,38,3,4,4,12,2,3,1,6,6,6,2,4,1,1,1,2,1,1,3,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017276014463640015,0.06709521896343913,0.03937324226597027,0.002008838891120932,0.06588991562876657,0.11450381679389313,0.03977501004419445,0.10486139011651266,0.0650863800723182,0.01687424668541583,0.05785456006428284,0.08196062675773402,0.023302531137002813,0.06709521896343913,0.023302531137002813,0.019284853354760947,0.051024507834471676,0.0325431900361591,0.016070711128967456,0.02691844114102049,0.009642426677380474,0.012053033346725592,0.004821213338690237,0.0036159100040176776,0.0064282844515869825,0.0004017677782241864,0,548,4.541970802919708,8.012658227848101,258.96906388107675
