Author,an,of,which,no,may,they,must,them,with,the,and,their,when,in,should,like,these,among,such,without,or,but,by,been,ever,from,would,to,say,had,that,god,there,not,we,have,as,is,much,more,being,than,could,every,his,upon,those,are,it,who,where,thus,our,all,one,be,if,what,some,for,will,he,till,now,also,lest,therefore,each,inasmuch,her,said,were,thine,thee,abundance,thou,according,wherein,unto,then,hast,out,yet,thence,whereof,me,because,once,thereof,was,other,whom,hath,hence,shalt,my,let,upwards,throughout,how,henceforth,whereby,lord,became,did,forth,thy,wherewith,oft,whither,cometh,shall,do,whence,make,neither,whose,therein,him,ye,your,verily,again,man,whereon,many,into,soever,himself,yea,ought,b_percentage_use,o_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,n_percentage_use,a_percentage_use,l_percentage_use,m_percentage_use,d_percentage_use,f_percentage_use,w_percentage_use,v_percentage_use,s_percentage_use,i_percentage_use,c_percentage_use,y_percentage_use,p_percentage_use,u_percentage_use,g_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,28,3,2,2,4,2,7,3,31,13,11,1,12,1,1,4,5,2,1,3,3,2,9,1,3,3,9,3,1,7,1,1,4,3,9,6,4,3,3,2,3,1,1,1,1,1,8,3,2,2,2,3,2,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01914273824386184,0.071993341656263,0.09446525176862255,0.06367041198501873,0.13940907199334165,0.05201831044527674,0.0686641697877653,0.07615480649188515,0.033707865168539325,0.02039117769454848,0.036620890553474825,0.02247191011235955,0.016645859342488557,0.01706200582605077,0.06034124011652101,0.07365792759051186,0.02372034956304619,0.016645859342488557,0.015397419891801914,0.029130253849354974,0.014148980441115273,0.003745318352059925,0.005826050769870994,0.0008322929671244278,0.0012484394506866417,0.0020807324178110697,0.0020807324178110697,538,4.466542750929368,7.949367088607595,260.9812734082397
