Author,the,as,other,and,more,must,out,let,it,be,that,of,is,not,such,would,had,their,these,were,they,have,in,god,to,thou,how,make,him,from,we,may,his,by,he,upon,for,many,or,which,but,been,all,say,an,some,them,my,became,much,then,was,now,are,if,no,each,said,whereon,shall,upwards,who,whereof,thee,yet,thine,yea,ye,me,should,man,could,without,among,what,those,will,her,oft,cometh,inasmuch,lest,there,with,neither,abundance,therefore,wherein,himself,because,your,our,lord,thence,ought,again,according,every,wherewith,till,being,hence,shalt,where,once,whither,ever,throughout,into,thereof,therein,thy,hath,one,verily,also,do,did,thus,forth,hast,whom,whence,when,like,than,henceforth,soever,whose,unto,whereby,a_percentage_use,g_percentage_use,i_percentage_use,s_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,v_percentage_use,d_percentage_use,n_percentage_use,c_percentage_use,u_percentage_use,o_percentage_use,r_percentage_use,m_percentage_use,l_percentage_use,p_percentage_use,b_percentage_use,f_percentage_use,w_percentage_use,y_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),39,7,1,11,2,3,2,2,7,10,4,24,4,3,5,6,2,2,1,2,1,5,14,4,16,2,2,1,2,1,1,5,5,2,2,1,3,3,2,2,2,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07722195240407966,0.016998542982030112,0.07430791646430306,0.06605148130160272,0.09227780475959203,0.056338028169014086,0.13210296260320545,0.015055852355512385,0.04953861097620204,0.06847984458474989,0.03108305002428363,0.022340942204953862,0.0718795531811559,0.0519669742593492,0.022826614861583293,0.027197668771248178,0.021369596891694997,0.015541525012141816,0.02428363283147159,0.015055852355512385,0.016027197668771247,0.0024283632831471587,0.00048567265662943174,0.005342399222923749,0.0014570179698882952,0.0014570179698882952,0,475,4.334736842105263,7.075949367088608,232.97911607576492
