Author,the,of,will,and,as,when,shall,be,there,to,in,these,then,lord,with,their,they,upon,his,many,unto,me,or,ye,from,make,all,my,forth,into,for,hath,have,such,being,an,are,it,also,god,them,her,wherein,was,which,is,not,neither,but,he,thence,out,where,had,been,do,now,because,if,lest,therefore,each,inasmuch,said,we,every,thee,were,thine,thou,no,according,more,abundance,what,hast,yet,whereof,once,thereof,other,whom,by,say,hence,let,shalt,upwards,throughout,how,henceforth,whereby,till,must,became,did,thy,wherewith,without,oft,whither,cometh,like,our,would,thus,those,whence,much,whose,therein,him,who,among,may,your,verily,again,man,whereon,soever,could,than,some,himself,should,one,yea,ever,that,ought,n_percentage_use,e_percentage_use,t_percentage_use,c_percentage_use,o_percentage_use,a_percentage_use,i_percentage_use,g_percentage_use,h_percentage_use,l_percentage_use,s_percentage_use,r_percentage_use,b_percentage_use,f_percentage_use,u_percentage_use,w_percentage_use,m_percentage_use,d_percentage_use,j_percentage_use,z_percentage_use,v_percentage_use,p_percentage_use,â_percentage_use,y_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),47,30,9,33,5,2,12,6,4,13,14,5,1,3,2,7,2,5,4,1,2,2,1,3,13,3,1,5,2,2,3,1,3,2,2,1,2,4,1,5,7,11,1,2,1,3,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650058388478007,0.1307901907356948,0.08135461268976256,0.015959517321915143,0.07162319968859479,0.07434799532892176,0.06383806928766057,0.015959517321915143,0.06695212144803425,0.04826780848579214,0.07084468664850137,0.061502530167380304,0.012066952121448035,0.028415725963409886,0.01634877384196185,0.01518100428182172,0.021798365122615803,0.037757882444530946,0.003114052160373686,0.001557026080186843,0.014013234721681589,0.014013234721681589,0.006228104320747372,0.01518100428182172,0.0027247956403269754,0.003892565200467108,0.00038925652004671076,609,4.218390804597701,8.949367088607595,304.9591280653951
