Author,and,by,what,they,the,of,to,in,their,also,that,had,among,which,was,it,is,would,have,some,we,from,he,out,as,into,must,if,been,be,yet,neither,or,with,those,are,not,therefore,should,who,much,ever,such,were,them,all,other,then,these,may,for,an,say,god,but,once,thus,many,like,when,one,his,her,him,thou,each,said,whereon,shall,upwards,whereof,thee,himself,without,became,thine,yea,me,ye,man,could,hast,more,upon,will,cometh,oft,no,make,inasmuch,lest,there,how,abundance,wherein,because,your,our,lord,thence,ought,again,according,every,wherewith,till,being,hence,shalt,where,whither,now,my,throughout,let,thereof,therein,thy,hath,verily,do,did,forth,whom,whence,henceforth,than,soever,whose,unto,whereby,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,h_percentage_use,r_percentage_use,n_percentage_use,d_percentage_use,b_percentage_use,y_percentage_use,w_percentage_use,t_percentage_use,s_percentage_use,f_percentage_use,o_percentage_use,u_percentage_use,l_percentage_use,g_percentage_use,i_percentage_use,â_percentage_use,p_percentage_use,v_percentage_use,j_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),20,3,1,9,41,28,15,12,12,2,13,5,5,4,2,4,6,1,11,9,2,13,7,2,5,1,1,2,3,4,1,1,3,4,8,4,5,1,1,4,2,1,2,1,7,1,3,1,2,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02829560585885486,0.0822237017310253,0.03395472703062583,0.13015978695073235,0.06857523302263649,0.05958721704394141,0.06524633821571238,0.03495339547270306,0.010319573901464714,0.015978695073235686,0.013648468708388815,0.09487350199733688,0.07123834886817576,0.024966711051930757,0.07256990679094541,0.019640479360852198,0.02430093209054594,0.014647137150466045,0.07689747003994674,0.004993342210386152,0.015978695073235686,0.014980026631158456,0.0009986684420772304,0.0019973368841544607,0.0019973368841544607,0,0,658,4.565349544072948,9.30379746835443,318.9830226364847
