Author,more,the,and,in,their,as,been,he,to,or,of,have,had,all,there,they,that,were,an,by,which,it,those,is,are,some,for,him,with,without,each,if,himself,upon,man,god,other,who,his,then,our,should,could,these,not,than,be,them,when,where,what,ever,but,once,into,from,hath,such,no,may,lest,therefore,inasmuch,will,her,said,we,every,thee,thine,abundance,thou,according,wherein,unto,hast,out,yet,thence,whereof,me,because,thereof,whom,was,being,say,hence,my,let,upwards,throughout,how,henceforth,whereby,till,must,now,lord,did,became,thy,forth,wherewith,oft,whither,cometh,like,would,shall,do,thus,whence,make,much,neither,whose,therein,ye,shalt,among,your,verily,also,again,whereon,many,soever,yea,one,ought,m_percentage_use,o_percentage_use,r_percentage_use,e_percentage_use,f_percentage_use,u_percentage_use,l_percentage_use,y_percentage_use,t_percentage_use,h_percentage_use,s_percentage_use,i_percentage_use,a_percentage_use,b_percentage_use,w_percentage_use,n_percentage_use,c_percentage_use,d_percentage_use,g_percentage_use,â_percentage_use,j_percentage_use,v_percentage_use,p_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,64,19,13,14,5,2,5,13,5,46,5,3,4,2,11,5,2,2,7,7,7,4,8,5,1,2,1,8,1,3,2,1,1,2,4,3,3,1,1,1,1,2,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02530487804878049,0.06920731707317074,0.06280487804878049,0.12682926829268293,0.02530487804878049,0.01920731707317073,0.025609756097560974,0.017378048780487806,0.09786585365853659,0.07317073170731707,0.061890243902439024,0.07591463414634146,0.07621951219512195,0.00975609756097561,0.01920731707317073,0.06585365853658537,0.02621951219512195,0.03414634146341464,0.016463414634146342,0.006097560975609756,0.001829268292682927,0.008841463414634146,0.018597560975609755,0.001829268292682927,0.003048780487804878,0,0,716,4.581005586592179,10.151898734177216,322.9685975609756
