Author,all,were,in,the,of,what,are,by,now,and,his,it,one,from,being,is,that,should,be,to,not,which,many,their,but,had,he,who,for,without,was,they,your,as,also,when,those,thus,where,them,would,have,with,an,do,if,then,must,been,no,these,each,we,every,god,thee,according,hast,out,yet,me,say,my,how,henceforth,whereby,oft,whither,there,therein,among,man,or,could,some,himself,ought,lest,will,thou,thence,throughout,till,our,shall,him,may,verily,into,ever,therefore,upon,said,more,wherein,whereof,once,thereof,let,upwards,did,thy,cometh,such,like,whence,again,whereon,soever,inasmuch,her,thine,abundance,unto,because,other,whom,hence,shalt,lord,became,forth,wherewith,make,much,neither,whose,ye,than,yea,hath,a_percentage_use,l_percentage_use,w_percentage_use,e_percentage_use,r_percentage_use,c_percentage_use,o_percentage_use,n_percentage_use,s_percentage_use,u_percentage_use,m_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,f_percentage_use,g_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,v_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,4,3,49,33,1,2,4,6,15,2,6,3,2,1,3,5,3,3,18,1,5,1,9,6,2,3,2,4,1,2,6,2,4,2,1,1,1,1,1,6,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06422396047756278,0.03664059283655825,0.018114450391107453,0.13709345409633594,0.05804857966241252,0.022231370934540962,0.0732811856731165,0.057225195553725815,0.06628242074927954,0.03211198023878139,0.019761218608480857,0.045286125977768626,0.062165500205846026,0.10004116920543434,0.06422396047756278,0.030053519967064634,0.0177027583367641,0.015232606010703994,0.02058460271716756,0.0177027583367641,0.00699876492383697,0.002470152326060107,0.006175380815150268,0.0032935364347468094,0.0032935364347468094,0,0,543,4.47329650092081,7.936708860759493,241.9802387813915
