Author,of,the,in,those,with,and,have,been,if,not,all,his,for,he,their,such,as,it,is,to,by,are,which,my,till,again,when,that,them,according,upon,they,being,did,no,without,we,among,who,thus,each,every,god,thee,hast,out,yet,me,was,say,how,henceforth,whereby,now,from,oft,whither,would,there,do,therein,man,or,could,some,himself,but,ought,lest,will,were,thou,what,then,thence,throughout,must,our,shall,him,may,your,verily,many,into,should,one,ever,these,an,therefore,said,more,wherein,whereof,once,thereof,let,upwards,thy,cometh,like,whence,also,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,other,whom,hence,shalt,be,lord,became,forth,wherewith,had,make,much,neither,whose,ye,than,yea,hath,t_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,g_percentage_use,c_percentage_use,r_percentage_use,p_percentage_use,s_percentage_use,e_percentage_use,i_percentage_use,n_percentage_use,f_percentage_use,d_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,m_percentage_use,y_percentage_use,w_percentage_use,â_percentage_use,v_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),25,39,11,1,6,14,4,1,1,1,1,13,3,7,12,1,9,2,6,10,7,3,2,1,1,1,2,3,3,1,1,3,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09160924199432509,0.062423996757194976,0.05674908796108634,0.019862180786380218,0.020267531414673693,0.02513173895419538,0.06445074989866234,0.022699635184434536,0.0790433725172274,0.1179570328334009,0.09282529387920552,0.06769355492501013,0.025942440210782326,0.03445480340494528,0.07782732063234699,0.02553708958248885,0.015403323875152006,0.019862180786380218,0.01256586947709769,0.016214025131738953,0.008512363194162952,0.008917713822456425,0.006080259424402107,0.0008107012565869477,0.00040535062829347385,0,0,526,4.690114068441065,7.708860759493671,204.97324685853263
