Author,and,have,their,yet,that,the,is,of,from,he,these,are,to,one,for,such,as,were,by,according,no,ever,in,other,not,with,which,they,man,there,but,our,me,would,his,each,say,all,among,them,how,more,than,an,some,when,may,we,or,will,god,him,it,whence,like,should,many,thou,was,said,if,whereon,shall,upwards,who,whereof,thee,without,became,thine,yea,ye,could,himself,hast,then,upon,what,those,her,cometh,oft,out,make,had,inasmuch,lest,neither,abundance,therefore,wherein,because,your,thence,lord,ought,again,been,every,wherewith,till,being,must,hence,shalt,where,once,much,whither,now,my,throughout,into,let,thereof,therein,thy,hath,verily,also,do,did,thus,forth,be,whom,henceforth,soever,whose,unto,whereby,d_percentage_use,i_percentage_use,f_percentage_use,e_percentage_use,r_percentage_use,n_percentage_use,t_percentage_use,a_percentage_use,s_percentage_use,b_percentage_use,h_percentage_use,v_percentage_use,c_percentage_use,u_percentage_use,m_percentage_use,l_percentage_use,â_percentage_use,w_percentage_use,y_percentage_use,g_percentage_use,o_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),17,2,13,1,13,51,10,35,7,6,5,6,15,3,7,2,3,4,4,1,5,2,9,4,3,3,3,9,2,3,3,5,1,1,1,1,1,1,3,5,1,3,2,1,2,1,1,2,5,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03445968551354968,0.07259953161592506,0.030779524924723987,0.13148210103713617,0.06691201070592172,0.06925393108062897,0.0976915356306457,0.07159585145533623,0.06356641017062563,0.011040481766477083,0.05520240883238541,0.010036801605888258,0.027099364335898293,0.0234192037470726,0.025092004014720642,0.026430244228839078,0.006356641017062563,0.01639344262295082,0.014720642355302778,0.01706256273001004,0.07326865172298427,0.007360321177651389,0.018066242890598862,0.0010036801605888257,0.0010036801605888257,0.0010036801605888257,0,651,4.591397849462366,9.354430379746836,297.9729006356641
