Author,and,of,that,ye,be,not,for,all,these,shall,to,but,the,is,yet,in,are,may,said,have,from,our,which,with,who,them,when,many,were,an,being,by,upon,they,their,was,more,than,where,other,among,one,had,without,or,till,thus,those,also,as,each,we,every,god,thee,according,hast,out,me,his,say,my,how,henceforth,whereby,now,oft,whither,would,there,do,therein,man,could,some,himself,if,ought,lest,will,thou,no,what,then,thence,been,throughout,must,him,your,verily,into,should,ever,therefore,wherein,whereof,once,thereof,let,upwards,did,thy,he,cometh,such,like,whence,again,whereon,soever,it,inasmuch,her,thine,abundance,unto,because,whom,hence,shalt,lord,became,forth,wherewith,make,much,neither,whose,yea,hath,w_percentage_use,a_percentage_use,r_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,u_percentage_use,m_percentage_use,o_percentage_use,f_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,b_percentage_use,l_percentage_use,i_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,q_percentage_use,v_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),25,26,5,1,4,2,3,3,7,4,8,1,46,2,1,23,5,1,1,1,2,3,3,1,2,4,1,4,5,1,2,4,2,1,4,5,1,1,2,1,1,10,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02186421173762946,0.08975834292289989,0.06405830456463368,0.07249712313003452,0.07326428845416187,0.0349060222477944,0.024165707710011506,0.022247794399693134,0.07057920981971615,0.022247794399693134,0.13156885308784044,0.09282700421940929,0.05024932873034139,0.01304181051016494,0.010356731875719217,0.031837360951285004,0.06367472190257001,0.01611047180667434,0.023782125047947834,0.014959723820483314,0.004219409282700422,0.0019179133103183737,0.009589566551591868,0.005753739930955121,0.00805523590333717,0.0003835826620636747,0,581,4.487091222030981,8.49367088607595,240.97391637897968
