Author,and,not,like,when,is,the,from,he,for,they,are,to,their,of,some,without,or,will,no,other,such,in,with,it,one,being,who,all,him,as,also,had,whom,that,there,have,which,into,but,among,them,much,then,by,these,many,was,according,god,than,our,how,should,be,those,were,may,an,out,his,thou,each,said,if,whereon,shall,upwards,whereof,thee,himself,yet,became,thine,yea,me,ye,man,could,hast,more,upon,we,what,her,cometh,oft,make,inasmuch,lest,neither,abundance,therefore,wherein,because,would,your,thence,lord,ought,again,been,every,wherewith,till,must,hence,shalt,where,once,whither,ever,now,my,throughout,let,thereof,therein,thy,hath,verily,do,did,thus,forth,whence,say,henceforth,soever,whose,unto,whereby,a_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,t_percentage_use,r_percentage_use,e_percentage_use,p_percentage_use,l_percentage_use,i_percentage_use,k_percentage_use,j_percentage_use,c_percentage_use,b_percentage_use,s_percentage_use,v_percentage_use,u_percentage_use,w_percentage_use,h_percentage_use,x_percentage_use,m_percentage_use,g_percentage_use,z_percentage_use,â_percentage_use,f_percentage_use,y_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),17,4,1,1,11,42,6,10,1,15,7,18,21,45,1,1,5,1,4,4,2,9,2,6,3,3,4,3,1,2,3,1,1,8,3,4,4,3,4,1,2,1,2,5,2,4,2,1,1,1,1,1,1,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07155688622754491,0.06526946107784432,0.03502994011976048,0.07455089820359281,0.08652694610778443,0.06107784431137724,0.11946107784431138,0.02035928143712575,0.032035928143712575,0.07994011976047904,0.004191616766467066,0.0014970059880239522,0.025449101796407185,0.012874251497005988,0.06287425149700598,0.011676646706586826,0.02125748502994012,0.016167664670658683,0.0529940119760479,0.0008982035928143712,0.018562874251497007,0.01976047904191617,0.0014970059880239522,0.011377245508982036,0.025149700598802394,0.017664670658682633,0.0008982035928143712,712,4.691011235955056,9.974683544303797,316.95059880239523
