Author,or,of,their,shall,be,an,what,he,among,the,they,make,when,and,some,are,is,into,in,for,by,also,then,these,with,to,as,god,them,it,have,which,like,other,all,that,but,must,till,we,those,who,would,had,been,man,his,should,were,one,every,more,was,upon,him,now,many,such,thou,each,said,if,whereon,upwards,whereof,thee,himself,hast,yet,became,thine,yea,me,ye,could,without,will,her,cometh,out,oft,no,from,inasmuch,there,lest,how,neither,abundance,therefore,wherein,because,may,your,our,lord,thence,ought,again,according,wherewith,being,hence,not,shalt,where,once,much,whither,ever,my,throughout,let,thereof,therein,thy,hath,verily,do,did,thus,forth,whom,whence,say,henceforth,than,soever,whose,unto,whereby,a_percentage_use,p_percentage_use,r_percentage_use,t_percentage_use,i_percentage_use,c_percentage_use,u_percentage_use,l_percentage_use,o_percentage_use,w_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,b_percentage_use,n_percentage_use,â_percentage_use,d_percentage_use,y_percentage_use,g_percentage_use,v_percentage_use,m_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,39,10,1,2,1,1,2,3,59,6,1,2,15,3,5,11,4,5,1,12,1,2,4,4,10,8,1,3,5,7,3,1,2,1,5,2,2,2,1,2,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717163577759871,0.015310233682514102,0.053988718775181306,0.0999194198227236,0.0717163577759871,0.015713134568896052,0.025382755842062853,0.030620467365028204,0.0717163577759871,0.014504431909750202,0.029411764705882353,0.06728444802578566,0.1297340854149879,0.06567284448025786,0.019339242546333603,0.0717163577759871,0.00684931506849315,0.0394842868654311,0.01813053988718775,0.016116035455278,0.016116035455278,0.019339242546333603,0.0028203062046736503,0.0008058017727639,0.0008058017727639,0.0012087026591458502,0,573,4.331588132635253,8.379746835443038,273.9754230459307
