Author,he,was,thus,the,and,in,him,with,to,his,such,their,as,not,them,but,some,of,which,for,would,then,that,had,been,should,be,thou,unto,thee,how,have,thy,her,ye,your,is,say,shall,me,henceforth,till,cometh,upon,our,an,it,said,they,what,are,all,these,verily,there,one,must,when,lord,no,man,many,my,more,himself,by,also,from,lest,therefore,each,inasmuch,will,where,we,every,god,were,thine,abundance,according,wherein,hast,out,yet,thence,whereof,because,once,thereof,other,whom,hath,being,hence,shalt,let,upwards,throughout,whereby,now,became,did,forth,wherewith,without,oft,whither,like,do,those,whence,make,much,neither,whose,therein,who,among,may,again,whereon,or,could,into,soever,than,yea,if,ever,ought,p_percentage_use,l_percentage_use,e_percentage_use,w_percentage_use,h_percentage_use,i_percentage_use,a_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,m_percentage_use,o_percentage_use,y_percentage_use,d_percentage_use,g_percentage_use,r_percentage_use,n_percentage_use,c_percentage_use,â_percentage_use,v_percentage_use,k_percentage_use,b_percentage_use,f_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),6,4,2,31,23,11,2,4,13,4,5,5,4,7,6,2,1,13,3,4,3,2,8,2,2,3,6,1,5,1,2,3,1,2,4,1,2,3,12,1,1,1,1,4,2,2,2,3,2,3,1,3,3,1,1,2,1,3,1,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01802838511699271,0.04871499808208669,0.12888377445339472,0.014192558496355964,0.06712696586114307,0.06520905255082471,0.0698120444955888,0.07326428845416187,0.08438818565400844,0.03298810893747603,0.026467203682393557,0.06520905255082471,0.014192558496355964,0.04602991944764097,0.016877637130801686,0.04756425009589567,0.0698120444955888,0.02685078634445723,0.007671653241273495,0.00805523590333717,0.004219409282700422,0.008438818565400843,0.02109704641350211,0.0034522439585730723,0,0,0,557,4.6804308797127465,8.189873417721518,263.96854622171077
