Author,who,but,the,and,were,from,their,to,by,must,be,if,they,these,of,with,that,in,are,was,which,been,as,his,upon,have,is,many,among,those,had,no,hence,could,not,or,such,make,for,them,it,every,an,our,without,he,all,one,than,should,yet,more,may,now,my,each,we,god,thee,according,hast,out,me,being,say,how,henceforth,whereby,oft,whither,when,would,there,do,therein,man,some,himself,ought,lest,will,thou,what,then,thence,throughout,till,shall,thus,him,your,verily,into,ever,therefore,said,wherein,whereof,once,thereof,let,upwards,did,thy,cometh,like,whence,also,again,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,other,whom,shalt,lord,became,forth,wherewith,much,neither,whose,ye,yea,hath,w_percentage_use,h_percentage_use,o_percentage_use,c_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,u_percentage_use,b_percentage_use,t_percentage_use,e_percentage_use,v_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,p_percentage_use,f_percentage_use,m_percentage_use,g_percentage_use,â_percentage_use,y_percentage_use,l_percentage_use,j_percentage_use,x_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,2,39,12,2,5,6,10,4,7,10,1,2,2,24,1,5,8,5,4,2,3,3,2,1,4,2,2,6,2,2,2,2,1,1,4,2,1,2,3,4,2,2,1,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022055763628797336,0.05076987099459009,0.07657095297544736,0.024136496046608405,0.07615480649188515,0.07698709945900957,0.042863087806908035,0.026217228464419477,0.0178942987931752,0.07948397836038286,0.1256762380357886,0.01373283395755306,0.06075738660008323,0.05451518934665002,0.06408655846858094,0.014565126924677487,0.021639617145235122,0.025384935497295046,0.02455264253017062,0.006658343736995423,0.016229712858926344,0.03620474406991261,0.0016645859342488557,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,0,512,4.693359375,7.556962025316456,220.96504369538079
