Author,the,of,which,shall,be,in,by,when,they,and,to,their,is,we,thus,have,those,being,for,were,from,was,them,or,that,may,now,as,ever,yet,god,his,these,an,will,my,out,all,whither,again,therefore,lord,no,more,say,who,but,it,been,said,had,into,unto,with,ye,such,each,whereon,upwards,became,thine,yea,man,upon,oft,make,wherein,till,where,let,verily,like,than,soever,me,some,because,would,him,our,wherewith,once,much,also,do,whose,whereby,many,if,whereof,without,should,could,he,what,inasmuch,there,neither,abundance,every,must,hence,are,thereof,therein,thy,hath,one,other,forth,whom,whence,henceforth,thou,thee,himself,hast,among,then,her,cometh,lest,how,your,thence,ought,according,not,shalt,throughout,did,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,a_percentage_use,p_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,i_percentage_use,s_percentage_use,g_percentage_use,l_percentage_use,u_percentage_use,m_percentage_use,w_percentage_use,b_percentage_use,d_percentage_use,n_percentage_use,y_percentage_use,â_percentage_use,j_percentage_use,k_percentage_use,v_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),55,35,1,8,13,12,6,3,6,14,18,10,12,2,1,3,1,1,2,2,5,2,6,1,7,1,1,3,1,2,4,2,1,2,3,1,4,3,3,1,2,6,2,2,1,3,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.075,0.12958333333333333,0.017083333333333332,0.06708333333333333,0.02125,0.06666666666666667,0.02625,0.07,0.07125,0.06041666666666667,0.016666666666666666,0.045,0.020833333333333332,0.019166666666666665,0.014583333333333334,0.016666666666666666,0.04041666666666666,0.05708333333333333,0.0175,0.004583333333333333,0.0020833333333333333,0.0025,0.014583333333333334,0.0020833333333333333,0,0,572,4.195804195804196,8.30379746835443,286.97833333333335
