Author,did,not,of,being,to,or,was,the,had,with,each,other,their,into,and,were,in,also,these,from,it,would,be,all,that,could,for,lord,himself,his,which,should,upon,them,our,him,who,god,he,every,again,they,cometh,how,some,now,till,said,if,thou,thy,but,are,thine,shall,when,thee,an,one,because,many,such,whereon,upwards,whereof,have,yet,yea,became,ye,me,without,man,hast,among,then,more,we,what,those,will,oft,her,make,out,no,inasmuch,lest,there,neither,abundance,therefore,wherein,by,may,your,thence,ought,according,been,wherewith,must,hence,shalt,where,once,is,whither,much,ever,my,throughout,let,as,thereof,therein,hath,verily,do,thus,forth,whom,whence,say,like,than,henceforth,soever,whose,unto,whereby,d_percentage_use,i_percentage_use,n_percentage_use,o_percentage_use,t_percentage_use,f_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,e_percentage_use,g_percentage_use,u_percentage_use,y_percentage_use,q_percentage_use,s_percentage_use,x_percentage_use,r_percentage_use,m_percentage_use,c_percentage_use,h_percentage_use,p_percentage_use,â_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,3,30,2,11,3,5,40,3,9,1,1,4,3,25,4,12,1,2,2,1,2,3,4,2,1,4,4,1,2,3,1,2,2,2,2,1,1,2,2,1,4,1,1,1,2,1,1,1,3,4,1,1,2,4,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04309987567343556,0.06464981351015334,0.06340654786572732,0.07169498549523415,0.09407376709490262,0.026108578532946538,0.06547865727310402,0.04641525072523829,0.010360547036883548,0.1255698300870286,0.01740571902196436,0.030252797347699957,0.01699129714048902,0.0012432656444260257,0.059676750932449237,0.0016576875259013675,0.05470368835474513,0.018234562784915042,0.025279734769995857,0.06464981351015334,0.01989225031081641,0.007045171985080812,0.021135515955242438,0.008288437629506838,0.005801906340654786,0.0020721094073767096,0.0008288437629506838,529,4.561436672967864,7.746835443037975,243.96601740571901
