Author,one,of,the,are,that,it,not,been,they,had,how,were,and,in,all,their,to,but,them,from,have,god,is,with,would,be,as,such,could,without,or,no,other,these,yet,who,when,for,out,which,some,his,was,among,what,must,where,whence,our,many,more,than,say,we,every,each,whereon,shall,upwards,became,thine,yea,man,upon,oft,make,therefore,wherein,may,lord,till,being,whither,let,verily,like,soever,unto,me,because,him,wherewith,once,much,ever,my,also,do,an,whose,whereby,said,if,whereof,ye,should,he,inasmuch,there,neither,abundance,hence,now,thereof,therein,thy,hath,forth,whom,henceforth,those,thou,thee,himself,hast,then,will,her,cometh,lest,by,your,thence,ought,again,according,shalt,throughout,into,did,thus,o_percentage_use,n_percentage_use,e_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,g_percentage_use,r_percentage_use,a_percentage_use,s_percentage_use,i_percentage_use,l_percentage_use,d_percentage_use,c_percentage_use,p_percentage_use,v_percentage_use,b_percentage_use,k_percentage_use,w_percentage_use,y_percentage_use,u_percentage_use,m_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,36,42,5,9,5,2,9,9,1,2,1,18,12,4,9,16,3,4,3,8,5,5,3,3,8,6,3,2,1,1,1,5,5,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653489310205728,0.07503025413473174,0.13432835820895522,0.024606696248487294,0.10568777732956837,0.06494554255748286,0.021782977006857603,0.056070996369503835,0.08390480032271078,0.06010488100040339,0.0681726502622025,0.0318676885841065,0.033884630899556276,0.027833803953206938,0.011294876966518758,0.014521984671238403,0.018152480839048003,0.004033884630899556,0.017749092375958047,0.01653892698668818,0.02218636546994756,0.01653892698668818,0.003630496167809601,0.003630496167809601,0.0012101653892698668,0.0004033884630899556,0,556,4.4586330935251794,8.291139240506329,275.9834610730133
