Author,with,and,of,it,as,if,the,had,been,for,one,that,these,were,no,by,in,was,but,from,to,there,other,where,many,which,our,lord,also,shall,be,who,not,such,when,he,his,they,an,without,let,into,their,again,each,whereon,upwards,thine,became,yea,man,upon,oft,make,therefore,wherein,may,till,being,whither,verily,like,than,soever,unto,me,more,some,we,them,because,would,him,all,wherewith,once,is,much,ever,my,do,whose,whereby,said,whereof,have,yet,ye,should,could,or,what,inasmuch,neither,abundance,every,must,hence,are,god,now,thereof,therein,thy,hath,forth,whom,whence,henceforth,those,thou,thee,himself,hast,among,then,will,her,cometh,out,lest,how,your,thence,ought,according,shalt,throughout,did,thus,say,w_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,a_percentage_use,r_percentage_use,o_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,m_percentage_use,x_percentage_use,c_percentage_use,v_percentage_use,â_percentage_use,l_percentage_use,g_percentage_use,u_percentage_use,f_percentage_use,q_percentage_use,k_percentage_use,y_percentage_use,b_percentage_use,j_percentage_use,p_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,14,33,3,4,1,42,2,1,2,5,4,1,5,1,6,4,6,1,4,10,3,2,1,1,3,1,1,1,1,2,3,1,1,2,4,1,1,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01984126984126984,0.057760141093474424,0.068342151675485,0.03439153439153439,0.06966490299823633,0.06349206349206349,0.053791887125220456,0.07804232804232804,0.12433862433862433,0.09788359788359788,0.05864197530864197,0.021164021164021163,0.001763668430335097,0.027336860670194002,0.009700176366843033,0.010582010582010581,0.029541446208112873,0.018077601410934743,0.03218694885361552,0.030864197530864196,0.002204585537918871,0.003527336860670194,0.012786596119929453,0.01455026455026455,0.006172839506172839,0.01455026455026455,0.0004409171075837742,487,4.657084188911704,7.2784810126582276,190.9616402116402
