Author,some,of,his,these,will,be,in,the,as,hath,each,from,which,it,is,and,to,he,if,we,among,them,shall,not,one,who,himself,by,they,are,those,whereof,said,or,such,no,whence,their,when,that,have,been,without,should,with,were,many,all,an,but,because,was,my,god,out,much,other,into,for,like,according,till,had,then,lest,therefore,upon,inasmuch,her,where,thine,every,thee,abundance,thou,more,wherein,what,unto,hast,yet,thence,me,once,thereof,whom,being,say,hence,let,shalt,upwards,throughout,how,henceforth,whereby,must,lord,now,became,did,forth,thy,wherewith,oft,whither,cometh,our,would,there,do,thus,make,neither,whose,therein,him,ye,may,your,verily,also,again,man,whereon,soever,could,than,yea,ever,ought,s_percentage_use,o_percentage_use,m_percentage_use,e_percentage_use,f_percentage_use,h_percentage_use,i_percentage_use,l_percentage_use,u_percentage_use,t_percentage_use,r_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,w_percentage_use,b_percentage_use,j_percentage_use,d_percentage_use,â_percentage_use,p_percentage_use,c_percentage_use,y_percentage_use,v_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,39,6,4,1,4,7,67,6,2,2,6,5,2,5,18,14,4,1,3,1,8,1,3,3,3,1,8,15,4,5,1,1,6,1,2,1,15,2,6,5,4,1,1,7,3,1,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05909510618651893,0.06555863342566944,0.027700831024930747,0.13911972914742998,0.023084025854108958,0.06740535549399815,0.0744844567559249,0.03570329332102185,0.02154509079716836,0.0951061865189289,0.06463527239150507,0.07663896583564174,0.06371191135734072,0.013542628501077255,0.015389350569405972,0.01692828562634657,0.0009233610341643582,0.03447214527546937,0.003385657125269314,0.017543859649122806,0.027700831024930747,0.020621729763004002,0.011695906432748537,0.002770083102493075,0.0024622960911049553,0.0003077870113881194,0,688,4.722383720930233,9.784810126582279,329.9815327793167
