Author,in,the,of,yet,not,but,that,whose,is,them,shall,be,from,and,their,like,such,for,it,will,then,god,her,lord,have,as,thou,ye,thee,thy,one,make,they,may,hath,to,these,our,when,those,with,by,his,if,are,hence,all,without,or,been,than,which,he,more,out,each,into,an,let,whence,being,many,was,said,whereon,upwards,whereof,who,himself,hast,became,thine,yea,me,should,man,could,among,some,upon,we,what,cometh,oft,no,had,inasmuch,lest,there,were,how,neither,abundance,therefore,wherein,because,would,him,your,thence,ought,again,according,every,wherewith,till,must,shalt,where,once,much,whither,ever,now,my,throughout,thereof,therein,other,verily,also,do,did,thus,forth,whom,say,henceforth,soever,unto,whereby,f_percentage_use,i_percentage_use,l_percentage_use,m_percentage_use,e_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,o_percentage_use,v_percentage_use,r_percentage_use,s_percentage_use,p_percentage_use,a_percentage_use,g_percentage_use,d_percentage_use,y_percentage_use,u_percentage_use,b_percentage_use,w_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),13,53,42,1,3,3,6,1,4,1,5,7,3,18,2,3,4,2,2,12,2,5,2,3,3,1,1,1,1,1,4,1,1,1,2,6,4,3,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03297180043383948,0.0789587852494577,0.052928416485900215,0.01388286334056399,0.13101952277657267,0.07245119305856833,0.09414316702819957,0.06290672451193059,0.023427331887201735,0.07071583514099783,0.016052060737527116,0.05639913232104121,0.05900216919739696,0.011713665943600867,0.06767895878524946,0.019956616052060738,0.03947939262472885,0.008676789587852495,0.01822125813449024,0.011279826464208243,0.017787418655097614,0.006073752711496746,0.005206073752711497,0.0004338394793926247,0.0017353579175704988,0.0004338394793926247,0.0004338394793926247,525,4.390476190476191,7.6455696202531644,256.97396963123646
