Author,let,the,in,an,of,and,if,they,to,what,been,his,there,is,being,all,whom,from,or,him,also,he,these,we,may,are,but,such,as,by,with,that,man,their,who,among,have,them,which,were,upon,then,it,some,whence,could,those,one,no,many,say,other,thence,must,be,god,for,had,thus,not,once,when,himself,make,more,than,into,was,will,like,our,lest,therefore,each,inasmuch,her,where,said,thine,every,thee,abundance,thou,according,wherein,unto,hast,out,yet,whereof,me,because,thereof,hath,hence,shalt,my,upwards,throughout,how,henceforth,whereby,till,lord,now,became,did,forth,thy,wherewith,without,oft,whither,cometh,would,shall,do,much,neither,whose,therein,ye,your,verily,again,whereon,soever,yea,should,ever,ought,l_percentage_use,e_percentage_use,t_percentage_use,u_percentage_use,s_percentage_use,o_percentage_use,k_percentage_use,a_percentage_use,h_percentage_use,n_percentage_use,i_percentage_use,v_percentage_use,x_percentage_use,r_percentage_use,m_percentage_use,p_percentage_use,f_percentage_use,c_percentage_use,d_percentage_use,y_percentage_use,b_percentage_use,w_percentage_use,z_percentage_use,â_percentage_use,g_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,102,19,4,78,37,5,17,27,5,4,8,2,19,5,4,3,15,7,10,2,13,5,4,1,9,2,4,4,7,6,12,1,18,4,4,5,5,5,1,1,2,9,3,3,1,5,7,3,3,3,4,1,1,2,8,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329031085257226,0.12488638429376477,0.08925649881839666,0.020905289947282312,0.05835302672241411,0.07925831666969642,0.0038174877295037266,0.07362297764042901,0.06780585348118524,0.06980548991092529,0.07816760588983822,0.012179603708416652,0.0012724959098345755,0.05798945646246137,0.026904199236502453,0.016542446827849482,0.026904199236502453,0.02490456280676241,0.03417560443555717,0.016178876567896745,0.014179240138156699,0.014906380658062171,0.00036357025995273584,0.005998909289220142,0.01672423195782585,0.0005453553899291038,0.0012724959098345755,1216,4.5238486842105265,8.884615384615385,561.9698236684239
