Author,they,shall,say,was,is,like,the,of,and,are,then,who,that,lord,which,as,have,it,will,do,their,being,from,all,we,in,had,with,be,those,not,he,by,for,to,god,thus,man,these,our,therefore,unto,them,my,your,out,into,ye,when,one,his,upon,other,lest,should,were,among,whither,every,make,no,more,neither,many,such,thou,each,said,if,whereon,upwards,whereof,thee,himself,hast,yet,became,thine,yea,me,could,without,some,or,what,her,cometh,oft,inasmuch,there,how,abundance,wherein,because,may,would,him,thence,ought,again,but,according,wherewith,till,must,hence,shalt,where,once,much,ever,now,throughout,let,thereof,therein,thy,hath,verily,also,did,forth,an,whom,whence,henceforth,than,soever,whose,been,whereby,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,o_percentage_use,b_percentage_use,c_percentage_use,m_percentage_use,k_percentage_use,g_percentage_use,r_percentage_use,f_percentage_use,u_percentage_use,p_percentage_use,v_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),8,9,4,1,6,1,55,29,32,9,2,2,10,7,5,4,3,4,6,1,9,1,2,5,2,8,1,1,5,2,1,2,6,6,5,3,3,1,2,3,1,1,5,3,5,2,3,3,1,5,1,2,2,1,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855106888361045,0.07442596991290577,0.1330166270783848,0.019002375296912115,0.05740300870942201,0.07086302454473475,0.051860649247822646,0.06413301662707839,0.06611243072050672,0.043942992874109264,0.019002375296912115,0.07719714964370546,0.0166270783847981,0.02098178939034046,0.015043547110055424,0.006730007917656373,0.011084718923198733,0.05661124307205067,0.023357086302454474,0.022565320665083134,0.02058590657165479,0.009501187648456057,0.0035629453681710215,0.006730007917656373,0.000791765637371338,0.0023752969121140144,0,603,4.189054726368159,8.746835443037975,312.97901821060964
