Author,be,an,for,himself,will,have,were,in,which,the,to,say,god,is,her,they,by,it,and,lord,of,with,our,his,there,he,shall,did,but,we,their,ye,him,if,became,had,them,that,when,should,these,was,inasmuch,as,ought,much,then,upon,some,been,or,like,till,each,every,thee,according,all,hast,out,yet,me,being,my,how,henceforth,whereby,now,from,without,oft,whither,would,do,therein,among,man,could,lest,thou,no,what,thence,throughout,not,must,thus,may,your,verily,many,into,one,ever,therefore,said,more,wherein,whereof,once,thereof,let,upwards,thy,are,cometh,such,those,whence,who,also,again,whereon,soever,where,thine,abundance,unto,because,other,whom,hence,shalt,forth,wherewith,make,neither,whose,than,yea,hath,b_percentage_use,e_percentage_use,a_percentage_use,n_percentage_use,h_percentage_use,i_percentage_use,t_percentage_use,o_percentage_use,f_percentage_use,r_percentage_use,m_percentage_use,s_percentage_use,l_percentage_use,w_percentage_use,d_percentage_use,v_percentage_use,g_percentage_use,u_percentage_use,c_percentage_use,p_percentage_use,â_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,1,4,1,3,3,4,13,5,45,8,1,5,7,1,13,2,4,25,3,23,4,2,5,2,3,1,1,3,2,5,2,3,1,1,1,4,2,3,3,2,3,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011993382961124897,0.1327543424317618,0.065343258891646,0.06120760959470637,0.0674110835401158,0.07154673283705541,0.09181141439205956,0.05748552522746071,0.02729528535980149,0.0500413564929694,0.02357320099255583,0.05789909015715467,0.043837882547559964,0.022746071133167907,0.054177005789909014,0.007030603804797354,0.015301902398676593,0.028535980148883373,0.031017369727047148,0.011579818031430935,0.007857733664185277,0.01695616211745244,0.004962779156327543,0.006617038875103391,0.00041356492969396195,0.004549214226633582,0.0008271298593879239,535,4.519626168224299,7.987341772151899,241.97477253928867
