Author,that,was,and,it,the,of,in,forth,were,now,had,from,to,with,but,their,for,god,who,by,them,he,hence,as,into,should,be,like,thus,without,these,his,man,out,among,some,they,being,again,became,will,how,have,once,more,been,such,each,whereon,shall,upwards,thine,yea,upon,oft,make,therefore,wherein,may,lord,till,where,whither,let,verily,than,soever,unto,me,we,because,would,him,our,all,wherewith,is,much,ever,my,also,do,an,when,whose,whereby,many,said,if,whereof,yet,ye,could,or,what,inasmuch,there,neither,abundance,which,every,must,are,thereof,therein,thy,hath,one,other,whom,whence,henceforth,those,thou,thee,himself,hast,then,her,cometh,no,lest,your,thence,ought,according,not,shalt,throughout,did,say,f_percentage_use,e_percentage_use,a_percentage_use,s_percentage_use,t_percentage_use,o_percentage_use,n_percentage_use,p_percentage_use,r_percentage_use,c_percentage_use,d_percentage_use,i_percentage_use,g_percentage_use,h_percentage_use,w_percentage_use,k_percentage_use,m_percentage_use,x_percentage_use,u_percentage_use,b_percentage_use,l_percentage_use,j_percentage_use,â_percentage_use,v_percentage_use,y_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,7,18,2,53,31,7,1,2,4,5,3,11,4,3,14,3,3,1,3,4,2,2,5,1,2,3,3,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030254134731746672,0.12868091972569584,0.06938281565147236,0.06292860024203308,0.09963695038321904,0.07382008874546188,0.07139975796692215,0.015328761597418314,0.05405405405405406,0.024606696248487294,0.04195240016135539,0.06575231948366277,0.01936264622831787,0.06252521177894312,0.018959257765227916,0.004033884630899556,0.026623638563937072,0.0024203307785397336,0.02501008471157725,0.011294876966518758,0.03146430012101654,0.005647438483259379,0.010488100040338847,0.006857603872529245,0.012101653892698669,0.0004033884630899556,0.0004033884630899556,545,4.5486238532110095,7.924050632911392,225.9753933037515
